Band Number,Recapture Date,Recapture Site,Species,Recaptured Sex,Recapture Age,Recapture Year,Recapture 1,Comments
9100-24026,7/29/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23670,7/29/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-24027,7/29/2012,MCGC,BTLH,F,AHY,2012,5,
9100-24053,7/29/2012,MCGC,RUHU,F,AHY,2012,4,
9100-23880,7/29/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-24060,7/29/2012,MCGC,RUHU,F,AHY,2012,4.5,
9100-23447,7/29/2012,MCGC,BTLH,F,AHY,2012,3.37,
9100-24055,7/29/2012,MCGC,RUHU,F,AHY,2012,4.6,
4100-59303,7/29/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-22965,7/29/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23527,7/29/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23120,7/29/2012,MCGC,BTLH,F,AHY,2012,4.2,
9100-24057,7/29/2012,MCGC,RUHU,F,AHY,2012,4.16,
9100-24023,7/29/2012,MCGC,BTLH,F,AHY,2012,3.44,
9100-22979,7/29/2012,MCGC,BTLH,F,AHY,2012,3.35,
9100-24052,7/29/2012,MCGC,RUHU,F,AHY,2012,3.74,
9100-23066,7/29/2012,MCGC,BTLH,M,AHY,2012,3.43,
9100-24054,7/29/2012,MCGC,RUHU,F,AHY,2012,4.1,
9100-23633,7/29/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-24026,7/29/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23526,7/29/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-58572,8/1/2012,MCGC,BTLH,F,AHY,2012,4.24,
9100-23654,8/1/2012,MCGC,BTLH,F,AHY,2012,,
9100-23776,8/1/2012,MCGC,BTLH,F,AHY,2012,4.1,
4100-59309,8/1/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-22984,8/1/2012,MCGC,BTLH,F,AHY,2012,3.93,
9100-23452,8/1/2012,MCGC,BTLH,F,AHY,2012,3.92,
9100-23234,8/1/2012,MCGC,BTLH,M,AHY,2012,3.6,
9100-23777,8/1/2012,MCGC,BTLH,F,AHY,2012,4,
9100-23665,8/1/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23366,8/3/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23776,8/3/2012,MCGC,BTLH,F,AHY,2012,3.64,
9100-23526,8/3/2012,MCGC,BTLH,F,AHY,2012,3.64,
9100-23363,8/3/2012,MCGC,BTLH,F,AHY,2012,4.02,
4100-59165,8/3/2012,MCGC,BTLH,F,AHY,2012,3.48,
9100-23777,8/3/2012,MCGC,BTLH,F,AHY,2012,3.86,
9100-23668,8/3/2012,MCGC,BTLH,F,AHY,2012,3.94,
3100-42214,8/3/2012,MCGC,BTLH,F,AHY,2012,3.58,
9100-23120,8/3/2012,MCGC,BTLH,F,AHY,2012,3.47,
9100-22979,8/3/2012,MCGC,BTLH,F,AHY,2012,,
3100-42512,8/3/2012,MCGC,BTLH,F,AHY,2012,3.9,
4100-59527,8/4/2012,MCGC,BTLH,F,AHY,2012,3.55,
4100-59586,8/4/2012,MCGC,BTLH,F,AHY,2012,3.17,
9100-23291,8/4/2012,MCGC,BTLH,F,AHY,2012,3.1,
9100-08236,8/4/2012,MCGC,BTLH,F,AHY,2012,3.93,
4100-59165,8/4/2012,MCGC,BTLH,F,AHY,2012,3.57,
9000-90869,8/4/2012,MCGC,BTLH,F,AHY,2012,3.44,
9100-23985,8/4/2012,MCGC,BTLH,F,AHY,2012,3.52,
4100-08449,8/4/2012,MCGC,BTLH,F,AHY,2012,3.56,
4100-08996,8/4/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-24068,8/4/2012,MCGC,BTLH,M,HY,2012,3.32,
9100-23633,8/4/2012,MCGC,BTLH,F,AHY,2012,3.56,
4100-59912,8/4/2012,MCGC,BTLH,F,AHY,2012,3.74,
9100-22984,8/4/2012,MCGC,BTLH,F,AHY,2012,3.84,
9100-23771,8/4/2012,MCGC,BTLH,F,AHY,2012,4.5,
4100-08127,8/4/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23778,8/4/2012,MCGC,BTLH,F,AHY,2012,3.75,
9100-23655,8/4/2012,MCGC,BTLH,F,AHY,2012,4.5,
9100-23541,8/4/2012,MCGC,BTLH,F,AHY,2012,3.41,
9100-23959,8/4/2012,MCGC,RUHU,M,HY,2012, ,again
9100-23283,8/4/2012,MCGC,BTLH,F,AHY,2012, ,again
3100-42713,8/4/2012,MCGC,BTLH,F,AHY,2012,3.69,
9100-23064,8/4/2012,MCGC,BTLH,M,AHY,2012,4.55,
9100-23113,8/4/2012,MCGC,BTLH,F,AHY,2012,3.79,
4100-58572,8/4/2012,MCGC,BTLH,F,AHY,2012,3.3,
4100-59460,8/4/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-24004,8/4/2012,MCGC,CAHU,M,HY,2012,3.3,
9100-23636,8/4/2012,MCGC,BTLH,F,AHY,2012,3.6,
4100-59452,8/4/2012,MCGC,BTLH,F,AHY,2012,3.4,
3100-42366,8/4/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-23385,8/4/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23283,8/4/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-23445,8/4/2012,MCGC,BTLH,F,AHY,2012,3,
4100-59370,8/6/2012,MCGC,BTLH,F,AHY,2012,3.79,
9100-23446,8/6/2012,MCGC,BTLH,F,AHY,2012,3.86,
9100-23107,8/6/2012,MCGC,BTLH,F,AHY,2012,3.79,
9100-23670,8/6/2012,MCGC,BTLH,F,AHY,2012,3.34,
9100-23654,8/6/2012,MCGC,BTLH,F,AHY,2012,3.47,
9100-23283,8/6/2012,MCGC,BTLH,F,AHY,2012,3.24,
9100-23776,8/6/2012,MCGC,BTLH,F,AHY,2012,3.13,
9100-23188,8/6/2012,MCGC,BTLH,M,HY,2012,4,
9100-22915,8/6/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23633,8/6/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-24096,8/6/2012,MCGC,BTLH,F,AHY,2012,3.49,
9100-23776,8/6/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-24152,8/6/2012,MCGC,RUHU,F,AHY,2012, ,again
9100-24149,8/6/2012,MCGC,BTLH,F,AHY,2012, ,again
9100-23662,8/6/2012,MCGC,BTLH,F,AHY,2012, ,again
9100-23447,8/6/2012,MCGC,BTLH,F,AHY,2012, ,again
9100-23774,8/7/2012,CC3,BTLH,F,AHY,2012,3.19,
9100-23669,8/7/2012,CC3,BTLH,F,AHY,2012,3.54,
9100-23221,8/9/2012,MCGC,BTLH,M,AHY,2012,3.4,
9100-23394,8/9/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-22915,8/9/2012,MCGC,BTLH,F,AHY,2012,3.71,
9100-23633,8/9/2012,MCGC,BTLH,F,AHY,2012,4.03,
9100-23107,8/9/2012,MCGC,BTLH,F,AHY,2012,3.96,
9100-23365,8/9/2012,MCGC,BTLH,F,AHY,2012,3.58,
4100-59975,8/9/2012,MCGC,BTLH,F,AHY,2012,3.97,
9100-23113,8/9/2012,MCGC,BTLH,F,AHY,2012,4.47,
9100-23665,8/9/2012,MCGC,BTLH,F,AHY,2012,3.26,
9100-24196,8/9/2012,MCGC,BTLH,F,AHY,2012,4.39,
9100-24148,8/9/2012,MCGC,BTLH,F,AHY,2012,4.1,
9100-23366,8/9/2012,MCGC,BTLH,F,AHY,2012,3.84,
9100-23923,8/9/2012,MCGC,BTLH,F,AHY,2012,3.13,
9100-24035,8/9/2012,MCGC,BTLH,F,AHY,2012,3.4,
4100-59559,8/11/2012,MCGC,BTLH,F,AHY,2012,3.47,
4100-08996,8/11/2012,MCGC,BTLH,F,AHY,2012,3.34,
9100-23712,8/11/2012,MCGC,BTLH,F,AHY,2012,3.59,
9100-23668,8/11/2012,MCGC,BTLH,F,AHY,2012,3.89,
4100-59524,8/14/2012,MCGC,BTLH,F,AHY,2012,3.1,
9100-23666,8/14/2012,MCGC,BTLH,F,AHY,2012,3.73,
9100-24035,8/14/2012,MCGC,BTLH,F,AHY,2012,3.3,
9100-22984,8/14/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23368,8/14/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-24098,8/14/2012,MCGC,BTLH,F,AHY,2012,3.81,
9100-23777,8/15/2012,MCGC,BTLH,F,AHY,2012,4.1,
9100-23880,8/15/2012,MCGC,BTLH,F,AHY,2012,3.8,
4100-59370,8/15/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23447,8/15/2012,MCGC,BTLH,F,AHY,2012,3.63,
3100-42850,8/15/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-24096,8/15/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23368,8/15/2012,MCGC,BTLH,F,AHY,2012,3.2,
9100-24171,8/15/2012,MCGC,BTLH,F,HY,2012,3.2,
9100-24200,8/15/2012,MCGC,BTLH,M,AHY,2012,3.19,
4100-59347,8/15/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-24089,8/15/2012,MCGC,BTLH,F,AHY,2012,3.7,
9100-23777,8/15/2012,MCGC,BTLH,F,AHY,2012,3.32,again
9100-23365,8/15/2012,MCGC,BTLH,F,AHY,2012,3.42,
9100-23878,8/15/2012,MCGC,BTLH,F,AHY,2012,4.04,
9100-23776,8/15/2012,MCGC,BTLH,F,AHY,2012,3.53,
9100-23920,8/15/2012,MCGC,BTLH,F,AHY,2012,3.16,
9100-23328,8/15/2012,MCGC,BTLH,M,AHY,2012,3.9,
9100-57022,8/15/2012,MCGC,BTLH,F,HY,2012,3.2,
9100-24200,8/15/2012,MCGC,BTLH,F,AHY,2012, ,again
4100-59524,8/18/2012,MCGC,BTLH,F,AHY,2012,3.1,
4100-59370,8/18/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23368,8/18/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-57044,8/18/2012,MCGC,BTLH,F,HY,2012, ,again
9100-23662,8/18/2012,MCGC,BTLH,F,AHY,2012,3.14,
9100-23530,8/18/2012,MCGC,BTLH,F,AHY,2012,3.8,
9100-23985,8/18/2012,MCGC,BTLH,F,AHY,2012,3.5,
4100-59370,8/19/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23541,8/19/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-24196,8/19/2012,MCGC,BTLH,F,AHY,2012,3.6,
9100-23662,8/19/2012,MCGC,BTLH,F,AHY,2012,3.79,
9100-23662,8/19/2012,MCGC,BTLH,F,AHY,2012, ,again
9100-23776,8/19/2012,MCGC,BTLH,F,AHY,2012,3.26,
9100-23662,8/19/2012,MCGC,BTLH,F,AHY,2012,3.4,
9100-57075,8/19/2012,MCGC,BTLH,M,HY,2012, ,again
9100-24200,8/19/2012,MCGC,BTLH,F,AHY,2012,3.11,
9100-24095,8/19/2012,CC3,BTLH,F,AHY,2012,3.42,
9100-57107,8/19/2012,CC3,BTLH,F,AHY,2012, ,again
9100-24149,8/19/2012,CC3,BTLH,F,AHY,2012,3.14,
9100-24196,8/22/2012,MCGC,BTLH,F,AHY,2012,3.28,
4100-59851,8/22/2012,MCGC,BTLH,M,AHY,2012,3.57,
9100-23091,8/22/2012,MCGC,BTLH,M,AHY,2012,3.64,
9100-24196,8/22/2012,MCGC,BTLH,F,AHY,2012, ,again
4100-59524,8/23/2012,MCGC,BTLH,F,AHY,2012,3,
9100-57163,8/23/2012,MCGC,BTLH,M,HY,2012,3.5,
9100-23368,8/23/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-23667,8/23/2012,MCGC,BTLH,F,AHY,2012,4.3,
9100-57150,8/23/2012,MCGC,BTLH,M,HY,2012,3.3,
9100-23636,8/23/2012,MCGC,BTLH,F,AHY,2012,4.3,band moved to left leg
9100-23815,8/26/2012,MCGC,BTLH,M,AHY,2012,3.24,
9100-23662,8/26/2012,MCGC,BTLH,F,AHY,2012,3.24,
9100-24200,8/26/2012,MCGC,BTLH,F,AHY,2012,3.32,
9100-24196,8/26/2012,MCGC,BTLH,F,AHY,2012,3.08,
9100-24150,8/26/2012,MCGC,BTLH,F,AHY,2012,3.23,
9100-57138,8/26/2012,MCGC,BTLH,F,HY,2012,3.39,
9100-24200,8/26/2012,MCGC,BTLH,F,AHY,2012,3.27,again
9100-57186,8/26/2012,MCGC,BTLH,F,HY,2012,3.5,
9100-23662,8/29/2012,MCGC,BTLH,F,AHY,2012,3.5,
9100-57260,8/29/2012,MCGC,BTLH,M,HY,2012, ,again
4100-59370,8/29/2012,MCGC,BTLH,F,AHY,2012,4.94,
4100-59309,8/29/2012,MCGC,BTLH,F,AHY,2012,3.33,
9100-23668,8/29/2012,MCGC,BTLH,F,AHY,2012,3.9,
9100-57260,8/29/2012,MCGC,BTLH,M,HY,2012, ,again
9100-23774,8/29/2012,MCGC,BTLH,F,AHY,2012,3.17,
9100-24089,8/29/2012,MCGC,BTLH,F,AHY,2012,4.2,
4100-59370,9/2/2012,MCGC,BTLH,F,AHY,2012,3.7,
4100-59370,9/4/2012,MCGC,BTLH,F,AHY,2012,4,
9100-57296,9/7/2012,MCGC,BTLH,M,HY,2012,,banded today
