Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Replaced Band Number
9000-90903,7/25/2008,7:45,MCGC,FCE,BTLH,F,AHY,3.6,49.2,19.1,29.8,,L,L,,,,
9000-90904,7/25/2008,7:45,MCGC,FCE,BTLH,F,AHY,3.6,51.3,18.1,29.3,,L,H,,,,
9000-90905,7/25/2008,7:45,MCGC,FCE,BTLH,F,AHY,3.3,48.9,19.3,29,,VL,L,,,,
9000-90906,7/26/2008,6:48,MCGC,FCE,BTLH,F,AHY,4.2,51,19.1,29.2,,L,L,,,,
9000-90907,7/26/2008,6:50,MCGC,FCE,BTLH,F,AHY,3.5,49.4,18.8,29.5,,N,VL,4c,,,
9000-90909,7/26/2008,7:20,MCGC,FCE,BTLH,F,AHY,3.5,50.5,19.1,29.9,,N,L,,,,
9000-90910,7/26/2008,7:50,MCGC,TBE,BTLH,F,AHY,3.6,48.6,19,29,,L,M-H,,,,
9000-90911,7/26/2008,10:40,MP1,FCE,BTLH,F,AHY,4.4,49,18.5,30,,M-H,L,,,,
9000-90912,7/26/2008,10:55,MP1,FCE,BTLH,F,AHY,3.5,49.7,19.2,30.7,,N,L,,,,
9000-90913,7/26/2008,10:55,MP1,FCE,BTLH,F,AHY,3.6,50,18.5,28,,L,L-M,,,,
9000-90914,7/26/2008,11:07,MP1,FCE,BTLH,F,AHY,3.6,50,18,28.8,,,L,,,,
9000-90915,7/26/2008,11:22,MP1,FCE,BTLH,F,AHY,3.9,50.1,19,30.5,,L,L,,,,
9000-90916,7/26/2008,11:22,MP1,FCE,BTLH,F,AHY,3.7,49.2,18.3,30,,,L,,,,
9000-90917,7/26/2008,11:40,MP1,FCE,BTLH,F,AHY,3.5,49.9,18.8,29.3,,,L,,,,
9000-90918,7/26/2008,11:47,MP1,FCE,BTLH,F,AHY,3.5,51.2,17.9,30.2,,N,M,,,,
9000-90919,7/26/2008,12:03,MP1,FCE,BTLH,F,AHY,3.5,50.4,18.4,30,,H,L,,,,
9000-90920,7/26/2008,12:03,MP1,FCE,RUHU,M,AHY,3.6,38.1,16.7,29,,,,,,,
9000-90921,7/26/2008,12:12,MP1,FCE,RUHU,M,AHY,3.5,40.6,16.7,28,,,,,,,
9000-90922,7/26/2008,12:20,MP1,FCE,BTLH,F,AHY,3.5,50.5,20.2,28,,VL,M,,,,
9000-90923,7/26/2008,12:30,MP1,FCE,BTLH,F,HY,3.9,48,18,29.5,,N,H,,90%,,
9000-90924,7/26/2008,19:25,MCGC,TBE,BTLH,F,AHY,3.4,51,19,30.3,,L,M,,,,
9000-90925,7/26/2008,19:40,MCGC,FCE,BTLH,F,AHY,3.5,50.1,18.4,31,,M,H,,,,
9000-90926,7/26/2008,19:48,MCGC,FCE,BTLH,F,AHY,3.6,50.2,18,30,,N,VL,,,,
9000-90927,7/29/2008,10:40,MP1,FCE,BTLH,F,AHY,3.8,50.2,20,31,,M,L-M,,,,
9000-90928,7/29/2008,10:55,MP1,FCE,BTLH,F,AHY,4.1,51.5,19.6,30.2,,N,L,,,,
9000-90929,7/29/2008,11:03,MP1,FCE,BTLH,F,HY,3.6,50.3,18.8,30,,N,L,,,,
9000-90930,7/29/2008,11:17,MP1,FCE,BTLH,F,AHY,4,50.7,18,30.8,,N,L,,,,
9000-90931,7/29/2008,11:17,MP1,FCE,BTLH,F,AHY,3.4,49,18,28,,VL,L,5c sm,,,
9000-90932,7/29/2008,11:33,MP1,FCE,BTLH,F,AHY,3.4,50.8,18.3,30,,N,M-H,,,,
9000-90933,7/29/2008,11:40,MP1,FCE,BTLH,F,AHY,3.4,51,18.5,30.4,,H,L-M,7c sm,,,
9000-90934,7/29/2008,12:00,MP1,FCE,BTLH,F,AHY,3.5,49.3,20,30,,M,L,15c sm,,,
9000-90935,7/29/2008,12:00,MP1,FCE,BTLH,F,AHY,4.5,50.5,19.2,29,,M,L,,,,
9000-90936,7/29/2008,12:22,MP1,FCE,BTLH,F,AHY,3.4,50.4,18.8,30,,H,L-M,1c vsm,,,
9000-90937,7/29/2008,12:35,MP1,FCE,BTLH,F,AHY,3.6,48.9,18.8,30,,N,L-M,,,,
9000-90938,7/29/2008,19:05,MCGC,FCE,BTLH,F,AHY,3.8,48.6,18.6,29.2,,L,L,,,,
9000-90939,7/29/2008,19:05,MCGC,FCE,BTLH,F,AHY,3.7,50.1,18.9,30,,L,L,,,,
9000-90940,7/29/2008,19:32,MCGC,FCE,BTLH,F,AHY,3.7,51.2,19.4,31.1,,N,M,5c vsm,,,
9000-90941,7/29/2008,19:44,MCGC,FCE,BTLH,F,AHY,4.1,50.4,19.1,30.2,,H,L,,,,
9000-90942,7/30/2008,10:20,CC3,FCE,BTLH,F,AHY,3.1,50.1,18.8,28.5,,H,L,,,,
9000-90943,7/30/2008,10:42,CC3,FCE,BTLH,F,AHY,3.3,50,18.5,30.3,,L,VL,"5m,3sm",,,
9000-90944,7/30/2008,10:49,CC3,FCE,BTLH,F,AHY,3.4,48.5,18.6,29.5,,M,L,,,,
9000-90945,7/30/2008,10:57,CC3,FCE,BTLH,F,AHY,3.9,51.4,18.4,30.8,,L,M,,,,
9000-90946,7/30/2008,11:05,CC3,FCE,BTLH,F,AHY,3.4,49.7,18.9,29.2,,M-H,H,6c,,,
9000-90947,7/30/2008,11:19,CC3,FCE,BTLH,F,AHY,3.6,49.1,18.1,27,,H,H,,,,
9000-90948,7/30/2008,11:46,CC3,FCE,BTLH,F,AHY,3.2,49.8,19,29.8,,H,L-M,,,,
9000-90949,7/30/2008,13:23,CC2,FCE,BTLH,F,AHY,3.2,49.1,17.5,29,,N,L,,,,
9000-90950,7/31/2008,13:15,GNMTN,FCE,BTLH,F,AHY,3.3,49.4,18.4,30,,N,L,5c sm,,,
9000-90951,7/26/2008,6:00,MCGC,TBE,RUHU,M,AHY,4.6,39.1,16.8,27.5,,,,,,,
9000-90952,7/26/2008,10:45,MP1,FCE,RUHU,M,AHY,3.7,39.4,16.3,29,,,,,,,
9000-90953,7/26/2008,11:22,MP1,FCE,RUHU,M,AHY,3.3,41.2,17.1,28,,,,,,,
9000-90954,7/26/2008,11:47,MP1,FCE,RUHU,M,AHY,3.6,40,18,29,,,,,,,
9000-90955,7/26/2008,11:55,MP1,FCE,RUHU,M,AHY,3.5,41,17.2,30,,,,,,,
9000-90956,7/30/2008,12:58,CC2,FCE,RUHU,M,AHY,3.5,40.4,16.5,27.8,,N,,,,,
9000-90957,7/31/2008,13:28,GNMTN,FCE,RUHU,M,AHY,3.8,40.2,17.2,27.2,,N,,,,,
9000-90958,7/31/2008,16:00,KV1,FCE,RUHU,M,AHY,3.8,40,16.3,28,,N,,,,,
9000-90959,7/31/2008,16:20,KV1,FCE,RUHU,M,AHY,3.6,39.9,15.2,28.1,,N,,,,,
9000-90960,7/31/2008,19:10,HOLZ,FCE,RUHU,M,AHY,3.9,41.3,16.2,28.8,,N,,,,,
9000-90961,7/29/2008,19:44,MCGC,FCE,BTLH,M,HY,3.9,50.7,17.5,30.8,,N,VH,"2c,1l",95%,,
9000-90962,7/30/2008,19:30,MCGC,FCE,BTLH,M,AHY,4,50.4,17.7,31,,N,,,,,
9000-90963,7/31/2008,12:55,GNMTN,FCE,RUHU,F,AHY,3.6,44.7,18.3,28,,L-M,L,,,,
9000-90964,7/31/2008,13:05,GNMTN,FCE,BTLH,M,AHY,3.9,52.3,18,33.4,,N,,,,,
9000-90965,7/31/2008,13:35,GNMTN,FCE,RUHU,F,AHY,3.8,43.8,16.8,26.8,,N,L,4+c,,,
9000-90966,7/31/2008,14:01,GNMTN,FCE,BTLH,M,AHY,3.4,49.4,16.6,30.1,,N,M,,,,
9000-90967,7/31/2008,16:10,KV1,FCE,RUHU,F,AHY,3.8,43.5,17.3,27.1,,L,L-M,15c,,,
9000-90968,8/1/2008,11:16,MP1,FCE,BTLH,M,HY,3.7,48.4,17,30,,N,,,,,
9000-90969,8/1/2008,11:16,MP1,FCE,BTLH,M,HY,3.4,49.2,,30,,N,H,3c,,,
9000-90970,8/1/2008,11:35,MP1,FCE,BTLH,M,AHY,5.2,49.9,18,30.2,,N,,,,,
9000-90971,8/1/2008,11:35,MP1,FCE,BTLH,M,HY,3.8,49.3,18.5,29.6,,N,M-H,,,,
9000-90972,8/1/2008,12:57,MP1,FCE,BTLH,M,HY,3.6,48,17.5,29,,N,,,,,
9000-90973,8/1/2008,19:35,MCGC,FCE,RUHU,F,AHY,3.9,44.4,18.4,28,,L,H,13,,,
9000-90974,8/1/2008,19:35,MCGC,FCE,RUHU,F,HY,4.1,45.3,17.1,28,,N,L,,,,
9000-90975,8/2/2008,7:13,MCGC,FCE,RUHU,F,AHY,3.1,44.5,18,25.8,,L,L,13+,,,
9000-90976,8/2/2008,7:43,MCGC,FCE,RUHU,F,AHY,4.2,44.1,17.1,27.2,,L,L,14c,,,
9000-90977,8/2/2008,7:43,MCGC,FCE,RUHU,F,AHY,3.6,44.4,17,29,,N,L,12,,,
9000-90978,8/2/2008,10:53,HPK1,FCE,RUHU,F,AHY,3.1,43.3,18,27,,L,L,6,,,
9000-90979,8/2/2008,11:30,HPK1,FCE,BTLH,M,HY,4.4,49,17.5,29.1,,N,H,,,,
9000-90980,8/2/2008,11:49,HPK1,FCE,BTLH,M,HY,3.6,48.7,17.4,30.5,,N,H,,,,
9000-90981,8/2/2008,12:30,HPK1,FCE,RUHU,F,AHY,3.2,44.2,18,27.7,,N,L-M,17,,,
9000-90982,8/3/2008,10:58,CC3,FCE,BTLH,M,HY,3.8,49.4,17.2,28.8,,,VH,1c,,,
9000-90983,8/3/2008,19:30,MCGC,FCE,RUHU,F,HY,3.9,45.5,17,25.8,,,,2c,,,
9000-90984,8/3/2008,20:00,MCGC,FCE,RUHU,F,AHY,3.6,42.6,18,27,,VL,L,,,,
9000-90985,8/4/2008,6:45,MCGC,FCE,BTLH,M,HY,3.9,48.9,18,30,,N,M-H,2c,,,
9000-90986,8/4/2008,7:25,MCGC,FCE,BTLH,M,AHY,3.1,48.5,17.5,29.6,,N,,,,,
9000-90987,8/4/2008,7:25,MCGC,FCE,BTLH,M,HY,3.6,50.2,16,28,,N,M-H,,,,
9000-90988,8/4/2008,7:45,MCGC,FCE,BTLH,M,HY,3.8,50.1,16.8,31,,N,H,,,,
9000-90989,8/4/2008,7:45,MCGC,FCE,RUHU,F,AHY,5,43.8,17.9,27,,L,L,11,,,
9000-90990,8/4/2008,18:33,MCGC,FCE,RUHU,F,AHY,4.4,44.5,18,27,,M,L,18,,,
9000-90991,8/4/2008,19:00,MCGC,FCE,RUHU,F,AHY,4.2,43.6,18.2,28.1,,VL,L,10,,,
9000-90992,8/4/2008,19:20,MCGC,FCE,RUHU,F,HY,3.5,44.8,17.2,26.3,,N,VL,,,,
9000-90993,8/5/2008,9:50,MP1,FCE,BTLH,M,AHY,3.5,51.9,17.1,32,,N,,,,,
9000-90994,8/5/2008,10:00,MP1,FCE,BTLH,M,HY,3.3,48.6,17.8,31.3,,N,H,,,,
9000-90995,8/5/2008,10:35,MP1,FCE,BTLH,M,HY,3.3,49,17.8,30.8,,N,H,1c,,,
9000-90996,8/5/2008,11:10,MP1,FCE,RUHU,F,HY,3.5,46.3,18.5,28.1,,N,M,3,,,
9000-90997,8/5/2008,11:25,MP1,FCE,BTLH,M,HY,3.7,49.7,17,30.1,,N,M,,,,
9000-90998,8/5/2008,12:00,MP1,FCE,BTLH,M,HY,3.3,49.6,16.2,29,,N,H,,,,
9000-90999,8/6/2008,9:00,HOLZ,FCE,RUHU,F,AHY,3.7,44.8,18.2,26.8,,VL,H,14+,,,
9000-91000,8/6/2008,11:56,GNMTN,FCE,RUHU,F,AHY,3.8,44.1,18,27,,N,H,16c,,,
9000-91001,8/3/2008,18:45,MCGC,FCE,BTLH,F,HY,3.9,49,18,29.4,,N,,,80%,,
9000-91002,8/3/2008,19:00,MCGC,FCE,BTLH,F,HY,3.7,48.7,18,29.5,,N,L-M,,90%,,
9000-91003,8/3/2008,19:00,MCGC,FCE,BTLH,F,AHY,3.9,50.1,18.9,31,,L,L,,,,
9000-91004,8/4/2008,7:08,MCGC,FCE,BTLH,F,AHY,3.5,47.8,19.4,28.8,,L-M,L,,,,
9000-91005,8/4/2008,7:08,MCGC,FCE,BTLH,F,AHY,3.5,50.5,20,30.5,,L,L,,,,
9000-91006,8/4/2008,18:33,MCGC,FCE,BTLH,F,AHY,4,50.1,19,31.2,,N,L,,,,
9000-91007,8/4/2008,19:00,MCGC,FCE,BTLH,F,AHY,3.3,49.1,18,29.8,,L,M,3 sm,,,
9000-91008,8/5/2008,10:00,MP1,FCE,BTLH,F,AHY,3.6,49.8,18.7,30.8,,H,L-M,,,,
9000-91009,8/5/2008,10:00,MP1,FCE,BTLH,F,HY,3.3,48.7,18.1,29.5,,N,M-H,,80%,,
9000-91010,8/5/2008,10:23,MP1,FCE,BTLH,F,AHY,3.9,49.8,18.4,30,,L,M,,,,
9000-91011,8/5/2008,10:23,MP1,FCE,BTLH,F,AHY,3.4,50.4,18.2,30.1,,VL,L-M,,,,
9000-91012,8/5/2008,10:35,MP1,FCE,BTLH,F,AHY,3.4,52.5,20,31.5,,N,L,7 sm,,,
9000-91013,8/5/2008,10:35,MP1,FCE,BTLH,F,AHY,3.8,49.2,19.1,30,,N,VL,,,,
9000-91014,8/5/2008,10:35,MP1,FCE,BTLH,F,AHY,3.9,49,19.2,30.4,,VL,L-M,,,,
9000-91015,8/5/2008,10:35,MP1,FCE,BTLH,F,AHY,3.2,48.7,18.8,29,,VL,L,,,,
9000-91016,8/5/2008,10:35,MP1,FCE,BTLH,F,AHY,3.4,49.3,19.2,30,,H,M-H,,,,
9000-91017,8/5/2008,10:35,MP1,FCE,BTLH,F,AHY,3.7,51.3,19.5,30.7,,N,L,7c,,,
9000-91018,8/5/2008,11:40,MP1,FCE,BTLH,F,AHY,3.7,50.9,19,30.8,,L,M,,,,
9000-91019,8/5/2008,11:40,MP1,FCE,BTLH,F,AHY,3.7,50.3,19,30.7,,N,M,,,,
9000-91020,8/5/2008,11:40,MP1,FCE,BTLH,F,AHY,3.5,50.5,19.1,29.8,,N,L,,,,
9000-91021,8/5/2008,12:00,MP1,FCE,BTLH,F,AHY,3.9,50.6,19.2,30.1,,H,,6c,,,
9000-91022,8/6/2008,8:55,HOLZ,FCE,BTLH,F,AHY,3.7,49.1,19,30.8,,H,L,,,,
9000-91023,8/6/2008,12:08,GNMTN,FCE,BTLH,F,AHY,3.4,48.9,18.5,28.8,,H,,,,,
9000-91024,8/6/2008,12:59,GNMTN,FCE,BTLH,F,AHY,4.4,51.1,19.8,31.5,,L-H,L-M,,,,
9000-91025,8/6/2008,14:15,KV1,FCE,BTLH,F,AHY,4.2,50.6,19,29.5,,H,,,,,
9000-91026,8/6/2008,14:38,KV1,FCE,BTLH,F,AHY,3.3,51.8,,30.6,,H,L,,,,
9000-91027,8/6/2008,14:55,KV1,FCE,BTLH,F,HY,3.2,50,18.9,29.7,,N,M,,,,
9000-91028,8/6/2008,14:55,KV1,FCE,BTLH,F,AHY,3.5,51,18,30.6,,H,L,,,,
9000-91029,8/6/2008,14:55,KV1,FCE,BTLH,F,AHY,,49.5,19.4,29.5,,H,M-H,,,,
9000-91030,8/6/2008,15:30,KV1,FCE,BTLH,F,AHY,4,51.5,19,30,,H,M-H,2sm,,,
9000-91031,8/7/2008,7:00,MCGC,FCE,BTLH,F,AHY,4.7,51.7,19,31,,H,H,,,,
9000-91032,8/7/2008,7:00,MCGC,FCE,BTLH,F,AHY,3.9,50.9,19.2,32.4,,H,L,2c,,,
9000-91033,8/7/2008,7:00,MCGC,FCE,BTLH,F,AHY,3.5,49.4,18.2,29,,H,L-M,,,,
9000-91034,8/7/2008,7:00,MCGC,FCE,BTLH,F,AHY,3.6,49.4,18,29.6,,N,L,,,,
9000-91035,8/7/2008,7:18,MCGC,FCE,BTLH,F,AHY,3.8,51.1,18.6,31.2,,N,M,6c,,,
9000-91036,8/7/2008,7:38,MCGC,FCE,BTLH,F,AHY,4.2,50.1,19.6,29.3,,H,M,,,,
9000-91037,8/7/2008,7:46,MCGC,FCE,BTLH,F,AHY,4,49.4,17.8,28.9,,H,H,,,,
9000-91038,8/7/2008,8:20,MCGC,FCE,BTLH,F,AHY,4.4,52.5,19.5,30,,H,L,,,,
9000-91039,8/7/2008,8:38,MCGC,FCE,BTLH,F,AHY,3.5,49.3,19.1,28.4,,L,M,,,,
9000-91040,8/7/2008,8:46,MCGC,FCE,BTLH,F,AHY,3.7,50.8,19.6,30.5,,M,L-M,,,,
9000-91041,8/7/2008,8:46,MCGC,TBE,BTLH,F,AHY,3.2,49.4,18.5,29,,H,H,3vsm,,,
9000-91048,8/10/2008,8:06,MCGC,FCE,BTLH,F,AHY,3.7,49.3,19.9,29,,L,L,,,,
9000-91049,8/10/2008,8:06,MCGC,FCE,BTLH,F,AHY,3.7,50,19.6,31.5,,H,L,,,,
9000-91050,8/10/2008,8:54,MCGC,FCE,BTLH,F,AHY,3.4,49.5,20,29.2,,N,L,,,,
9000-91053,8/10/2008,8:54,MCGC,FCE,BTLH,F,HY,3.7,49,18.5,28,,N,L,,90%,,
9000-91054,8/10/2008,8:54,MCGC,FCE,BTLH,F,AHY,4,50.7,19,31.1,,N,M,,,,
9000-91055,8/10/2008,8:54,MCGC,FCE,BTLH,F,HY,3.6,49.5,18.2,30,,N,M-H,,80%,,
9000-91056,8/10/2008,9:31,MCGC,FCE,BTLH,F,AHY,4.7,51.1,19,30.8,,L-H,L-M,1 vsm,,,
9000-91057,8/10/2008,9:31,MCGC,FCE,BTLH,F,HY,3.3,48.9,18.6,30.3,,N,M,,90%,,
9000-91058,8/11/2008,6:45,MCGC,FCE,BTLH,F,AHY,3.5,50.5,19.2,28.8,,L,L,,,,
9000-91059,8/11/2008,7:28,MCGC,FCE,BTLH,F,AHY,3.9,48.3,18.5,30.5,,M-H,L-M,,,,
9000-91060,8/11/2008,7:28,MCGC,FCE,BTLH,F,AHY,3.4,48.4,18.5,29.8,,L-M,M-H,,,,
9000-91061,8/11/2008,7:49,MCGC,FCE,BTLH,F,AHY,4,49.5,19.5,30.1,,N,L-M,,,,
9000-91062,8/11/2008,7:49,MCGC,FCE,BTLH,F,AHY,3.9,50.3,19,30.4,,L,VL,,,,
9000-91063,8/11/2008,10:02,HPK1,TBE,BTLH,F,AHY,3.6,49.9,18.9,29,,H,M,,,,
9000-91064,8/11/2008,10:15,HPK1,TBE,BTLH,F,AHY,3.5,48.9,19,29.5,,H,H,6 sm,,,
9000-91065,8/11/2008,10:25,HPK1,TBE,BTLH,F,AHY,4,50.1,19.6,30,,H,H,,,,
9000-91066,8/11/2008,10:25,HPK1,TBE,BTLH,F,HY,3.5,48.5,17.7,31,,N,L,,90%,,
9000-91067,8/11/2008,11:00,HPK1,FCE,BTLH,F,AHY,3.8,50.3,19.5,29.2,,L,M,,,,
9000-91068,8/11/2008,11:22,HPK1,FCE,BTLH,F,AHY,3.6,49.5,18,28.8,,L,M,,,,
9000-91069,8/11/2008,11:27,HPK1,FCE,BTLH,F,AHY,3.6,50.6,19.3,29.2,,H,L-M,,,,
9000-91070,8/11/2008,11:35,HPK1,FCE,BTLH,F,AHY,3.7,50.1,18,30,,VL,M-H,,,,
9000-91071,8/11/2008,11:50,HPK1,FCE,BTLH,F,AHY,3.4,50.7,19,29,,,,,,,
9000-91072,8/11/2008,12:05,HPK1,FCE,BTLH,M,HY,3.7,48.7,17.5,30,,,,,,,
9000-91073,8/11/2008,12:10,HPK1,TBE,BTLH,F,AHY,4,50.5,19.3,30,,VL,M,,,,
9000-91074,8/11/2008,14:06,MP1,FCE,BTLH,F,AHY,3.6,48.5,19,30,,M,M,,,,
9000-91075,8/11/2008,14:17,MP1,TBE,BTLH,F,HY,3.7,49.1,18,30,,N,M,,,,
9000-91076,8/21/2008,13:38,KV1,FCE,RUHU,M,HY,3.6,43.5,16.2,26,,N,H,,80%,,
9000-91080,8/11/2008,10:30,HPK1,TBE,RUHU,F,AHY,3.5,43.2,17.5,27,,L,,8+,,,
9000-91081,8/11/2008,10:25,HPK1,TBE,BTLH,M,HY,3.3,48.2,18,28,,,,1,,,
9000-91082,8/11/2008,11:05,HPK1,FCE,BTLH,M,AHY,3.9,51.8,18.2,29.9,,,,,,,
9000-91083,8/11/2008,11:14,HPK1,FCE,BTLH,M,AHY,3.1,49.4,17.5,30.1,,,H,,,,
9000-91084,8/11/2008,14:10,MP1,FCE,BTLH,M,AHY,4.1,49.4,17,32,,N,,,,,
9000-91085,8/11/2008,14:17,MP1,TBE,BTLH,M,AHY,4,49.7,17.3,29.5,,N,,,,,
9000-91086,8/11/2008,14:17,MP1,TBE,BTLH,M,HY,3.7,50.1,,29.2,,N,H,,,,
9000-91087,8/11/2008,15:55,MP1,TBE,RUHU,F,AHY,3.6,43.3,17.6,27,,,L,15c,,,
9000-91088,8/12/2008,19:34,MCGC,FCE,RUHU,F,AHY,3.3,45.3,18,27.1,,VL,L,18+,,,
9000-91089,8/13/2008,7:15,MCGC,FCE,BTLH,M,HY,3.5,49.7,17.2,29.4,,N,M,,,,
9000-91090,8/13/2008,7:45,MCGC,TBE,RUHU,F,AHY,3.6,42.8,17.5,27,,N,H,20c,,,
9000-91091,8/13/2008,18:35,HPK1,TBE,BTLH,M,HY,4.1,48.9,16.7,31,,N,M,,,,
9000-91092,8/14/2008,8:06,MCGC,FCE,BTLH,M,HY,3.4,49,17.1,30,,N,VH,1,90%,,
9000-91093,8/14/2008,8:20,MCGC,FCE,RUHU,F,AHY,3.9,42.8,18.2,27.8,,VL,L,12,,,
9000-91094,8/14/2008,9:03,MCGC,FCE,BTLH,M,HY,4.3,49.4,17.5,30.5,,N,H,1c,,w/E90269,
9000-91095,8/14/2008,11:18,MP1,FCE,BTLH,M,HY,3.6,49.7,17.2,30,,N,H,3c,80%,,
9000-91096,8/14/2008,11:34,MP1,FCE,BTLH,M,HY,4,48.9,17.1,29.1,,N,H,1c,90%,,
9000-91097,8/14/2008,12:10,MP1,FCE,BTLH,M,HY,3.7,50.6,17.3,31,,N,H,2c,90%,,
9000-91098,8/14/2008,12:48,MP1,FCE,BTLH,M,HY,3.9,50,17.4,30,,N,M-H,,,,
9000-91099,8/15/2008,9:24,KV1,FCE,BTLH,M,HY,4,49.8,17.7,30.5,,N,M-H,,90%,,
9000-91100,8/15/2008,9:49,KV1,FCE,BTLH,M,HY,3.9,49.9,17.5,29,,N,,,,,
9000-91101,8/6/2008,14:15,KV1,FCE,RUHU,M,HY,3.5,42.1,16.5,26.1,,N,H,2c,,,
9000-91102,8/12/2008,19:16,MCGC,FCE,RUHU,M,HY,3.3,41.8,16.2,26.4,,N,H,,95%,,
9000-91103,8/13/2008,18:00,HPK1,TBE,RUHU,M,HY,3.5,43.9,17,28,,N,M,5c,,,
9000-91104,8/14/2008,10:10,MP1,FCE,RUHU,M,HY,3.9,43.6,16.1,26,,N,H,2c,85%,,
9000-91105,8/15/2008,9:35,KV1,FCE,RUHU,M,HY,3.2,43.4,15.2,26,,N,H,2c,,,
9000-91106,8/15/2008,11:28,KV1,FCE,RUHU,M,HY,4.2,43.4,17,26,,N,H,5c,,,
9000-91109,8/19/2008,18:18,CC3,TBE,RUHU,M,HY,3.3,42,16.1,26.5,,N,H,3c,,,
9000-91110,8/20/2008,7:32,MCGC,FCE,RUHU,M,HY,3.4,44.1,16.3,27.8,,N,H,4,80%,,
9000-91111,8/3/2008,10:40,CC3,FCE,CAHU,F,HY,3,43.3,15.4,21.8,,N,VL,,80%,,
9000-91112,8/3/2008,18:25,MCGC,FCE,CAHU,M,AHY,2.7,38.4,14.2,18.8,,N,,,,,
9000-91113,8/3/2008,18:55,MCGC,FCE,CAHU,F,AHY,3.1,40.1,16,20,,L,L,,,,
9000-91114,8/6/2008,10:17,HOLZ,FCE,CAHU,F,AHY,2.9,41.7,15,20.2,,H,M,,,,
9000-91115,8/6/2008,11:46,GNMTN,FCE,CAHU,F,AHY,3.1,41.9,16.2,17.4,,H,L,,,,
9000-91116,8/6/2008,14:15,KV1,FCE,CAHU,M,HY,3.1,42.5,14,20.2,,N,,7c,,,
9000-91117,8/6/2008,14:38,KV1,FCE,CAHU,M,HY,3.4,42,14,20.2,,N,,,,,
9000-91118,8/6/2008,15:14,KV1,FCE,CAHU,F,HY,3,42.8,15.1,20.8,,N,H,,,,
9000-91119,8/7/2008,7:27,MCGC,FCE,CAHU,M,HY,3.1,41,13.5,20.1,,N,H,3c,,,
9000-91120,8/10/2008,10:23,MCGC,FCE,CAHU,F,AHY,3.5,42.6,16.1,21.1,,M-H,L-M,,,,
9000-91121,8/3/2008,10:10,CC3,FCE,BTLH,F,AHY,3.6,50.1,19.1,30,,M,M,,,,
9000-91122,8/3/2008,10:10,CC3,FCE,BTLH,F,AHY,3.4,49.7,19.2,30.8,,N,L,,,,
9000-91123,8/3/2008,10:10,CC3,FCE,BTLH,F,AHY,3,49.6,18.2,31,,M,M,,,,
9000-91124,8/3/2008,10:40,CC3,FCE,BTLH,F,AHY,4.8,51.1,20.8,31,,L,M,2c vsm,,,
9000-91125,8/3/2008,10:58,CC3,FCE,BTLH,F,AHY,3.2,50.2,19.2,30.9,,N,H,,,w/E90982,
9000-91126,8/3/2008,10:17,CC3,FCE,BTLH,F,HY,4.2,50.4,18.2,30,,N,M,,90%,,
9000-91127,8/3/2008,11:35,CC3,FCE,BTLH,F,AHY,3.9,49.9,19,29.3,,H,L,3 vsm,,,
9000-91128,8/3/2008,11:35,CC3,FCE,BTLH,F,AHY,4,50.7,17.8,30,,M,M,5c,,,
9000-91129,8/3/2008,18:25,MCGC,FCE,BTLH,F,AHY,3.5,49.4,18.4,30.1,,L,H,,,,
9000-91130,8/3/2008,18:45,MCGC,FCE,BTLH,F,AHY,4.2,50.8,18.8,30,,N,M,8c,,,
9000-91131,8/1/2008,19:05,MCGC,FCE,RUHU,M,AHY,3.8,41.3,16,28.5,,,,,,,
9000-91132,8/4/2008,6:45,MCGC,FCE,RUHU,M,AHY,3.6,40.4,17,28.6,,N,,,,,
9000-91133,8/5/2008,11:10,MP1,FCE,RUHU,M,HY,3.8,44.5,17,27.9,,N,H,4,90%,,
9000-91134,8/5/2008,11:55,MP1,FCE,RUHU,M,HY,4.1,43.7,16.1,25,,N,H,1,80%,r1 tips missing,
9000-91135,8/11/2008,15:13,MP1,TBE,RUHU,M,HY,3.1,42.1,15,25.5,,N,H,,,,
9000-91136,8/2/2008,6:13,MCGC,FCE,CAHU,F,AHY,3,41.2,15.9,20.4,,M-H,L,,,,
9000-91137,8/2/2008,6:58,MCGC,FCE,CAHU,M,AHY,2.6,38.6,13.6,18.6,,N,,,,,
9000-91138,8/2/2008,7:45,MCGC,FCE,CAHU,F,HY,2.8,42.9,15.3,17.4,,N,L,,,,
9000-91139,8/2/2008,11:49,HPK1,FCE,CAHU,F,AHY,3.2,41.7,16,20.2,,H,L,,,,
9000-91140,8/2/2008,12:45,HPK1,FCE,CAHU,M,AHY,2.8,38.8,14.2,19.2,,N,,,,,
9000-91141,8/2/2008,11:02,HPK1,FCE,BTLH,F,AHY,3.8,51.1,19,31.4,,H,M-H,,,,
9000-91142,8/2/2008,11:02,HPK1,FCE,BTLH,F,AHY,3.3,48,19.3,29.8,,L,L,,,,
9000-91143,8/2/2008,11:23,HPK1,FCE,BTLH,F,AHY,3.5,51.2,19,30.6,,N,L,,,,
9000-91144,8/2/2008,11:40,HPK1,FCE,BTLH,F,AHY,3.8,49.9,19.5,28.1,,L,L-M,,,,
9000-91145,8/2/2008,11:45,HPK1,FCE,BTLH,F,AHY,3.5,49.5,19,30.8,,N,L,,,,
