Band Number,Date,Time,Site,Bander,Species,Sex,Age,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,
9000-39752,08/03/2007,9:30,MCGC,FCE,RUHU,F,AHY,3.7,43.0,18.7,26.3,3.5,L,many,H,,,
9000-39753,08/03/2007,9:30,MCGC,FCE,BTLH,M,HY,3.6,49.6,17.2,29.0,5.6,N,,VH,90%,"r3 2.5wx2l, r2 pointed, blk tip, B type p10",
9000-39760,08/06/2007,19:10,CC3,FCE,RUHU,F,AHY,3.7,45.0,17.3,27.8,3.6,VL,9 sm,L,,"no culmen striations, longitudinal groove on both sides of culmen",
9000-39761,08/07/2007,10:48,WC1,FCE,BTLH,M,HY,3.7,49.0,17.2,30.8,5.5,N,,H,,pollen on culmen,
9000-39762,08/07/2007,18:50,MCGC,FCE,BTLH,M,HY,4.2,50.1,17.7,29.8,5.3,N,,H,85%,r3 white 3.2wx3.5l,
9000-39763,08/07/2007,18:50,MCGC,TBE,BTLH,M,HY,3.5,47.0,16.8,29.5,5.0,N,,H,90%,"r3 3wx4l, r2 blk tip emarginate, blk at bases r3-5",
9000-39764,08/07/2007,19:21,MCGC,TBE,RUHU,F,AHY,3.6,45.3,18.0,28.0,3.5,N,24c,L,,,
9000-39765,08/07/2007,19:22,MCGC,FCE,BTLH,M,AHY,3.8,50.4,16.8,29.2,5.1,N,,,,r5 sm white inner web near tip,
9000-39766,08/07/2007,19:22,MCGC,TBE,RUHU,F,HY,3.4,45.1,16.5,26.5,3.5,N,,VL,90%,,
9000-39767,08/07/2007,19:37,MCGC,TBE,RUHU,F,AHY,3.7,43.6,17.5,27.5,3.5,N ,26c,,,,
9000-39768,08/09/2007,17:47,MCGC,FCE,BTLH,M,AHY,3.5,49.6,17.9,32.0,4.5,N,,,,r5 white in/outer web at tip,
9000-39769,08/09/2007,18:36,MCGC,FCE,BTLH,M,AHY,4.1,48.3,17.9,30.2,5.2,N,,,,r5 white inner web at tip,
9000-39770,08/09/2007,18:40,MCGC,FCE,BTLH,M,HY,3.7,49.7,,31.3,5.5,N,,H,,"r3 3.2wx4l, r2 blk tip pointed",
9000-39771,08/08/2007,12:57,GNMTN,FCE,BTLH,F,AHY,3.4,50.2,19.0,30.5,6.0,VL,,M-H,,,
9000-39772,08/12/2007,18:03,MP1,TBE,BTLH,F,AHY,3.5,49.5,18.0,29.0,6.0,H,,L,,,
9000-39773,08/12/2007,18:03,MP1,TBE,BTLH,F,AHY,3.5,48.5,19.5,32.0,5.0,L,,L,,r1-5 LTW,
9000-39774,08/12/2007,18:27,MP1,TBE,BTLH,F,HY,3.5,48.5,17.6,30.0,6.0,N,,H,90%,"r3 5wx5l, r2 rounded, r3 gn base, gray cheek",
9000-39775,08/12/2007,18:42,MP1,TBE,BTLH,F,AHY,4.2,50.8,18.1,30.0,5.0,H,,M,,,
9000-39776,07/24/2007,16:03,GNMTN,FCE,CAHU,F,AHY,,,,,,l,,M,,early release due to stress,
9000-39777,07/24/2007,16:10,GNMTN,FCE,CAHU,F,AHY,3.0,43.2,,20.8,4.4,L,1,VL,,,
9000-39778,07/25/2007,7:40,MCGC,FCE,CAHU,F,AHY,3.1,43.1,15.2,19.0,4.0,L,9 v sm,VL,,,
9000-39779,07/27/2007,11:30,MCGC,FCE,CAHU,M,HY,3.1,40.9,9.1,20.0,3.8,N,1c,H,,,
9000-39780,08/01/2007,10:40,HOLZ,TBE,CAHU,F,HY,2.8,44.2,15.9,21.7,4.2,,,L,70%,5.6 mm band slipped off leg,
9000-39781,08/02/2007,8:08,MCGC,FCE,CAHU,F,HY,3.2,42.0,15.9,22.2,4.1,N,,L,90%,,
9000-39782,08/02/2007,17:35,MCGC,FCE,CAHU,M,HY,2.9,42.9,14.8,20.8,4.0,N,3 sm c,H,90%,,
9000-39783,08/12/2007,19:22,MCGC,TBE,CAHU,M,HY,3.2,41.9,12.9,19.5,4.5,N,5c,M,90%,missing r5L,
9000-39784,08/21/2007,15:33,MP1,FCE,CAHU,F,HY,2.6,42.6,14.0,22.2,4.6,N,,L,95%,,
9000-39785,08/24/2007,19:20,HPK1,FCE,CAHU,M,HY,3.0,41.4,14.1,20.0,4.1,N,7c,H,,y pollen on culmen,
9000-39786,09/01/2007,10:37,HPK1,FCE,CAHU,F,HY,2.6,43.8,15.9,27.0,4.3,N,,,,stress - released early,
9000-39791,08/08/2007,18:45,HOLZ,FCE,CAHU,M,HY,2.5,40.3,13.8,19.5,4.2,L,3c,H,,,
9000-39792,08/14/2007,13:34,GNMTN,FCE,CAHU,F,HY,2.9,40.5,15.5,19.0,4.2,H,,M,,"all rects HTW, 5.6 mm band slipped off leg",
9000-39801,07/16/2007,17:50,MP1,FCE,BTLH,F,AHY,4.0,48.5,18.0,30.0,5.4,VL,,H,,c.p.,
9000-39802,07/16/2007,18:00,MP1,TBE,BTLH,F,AHY,3.7,49.2,19.5,30.1,5.0,L,,M,,c.p.,
9000-39803,07/16/2007,18:02,MP1,TBE,BTLH,F,AHY,3.4,49.1,18.5,32.0,6.0,L,,M,,c.p.,
9000-39804*,07/16/2007,18:02,MP1,FCE,BTLH,F,AHY,3.9,51.5,18.8,30.7,5.8,L,,H,,"*Former C23685 spider webs around tarsus, band removed",
9000-39805+A1218,07/16/2007,18:02,MP1,FCE,BTLH,F,AHY,3.5,49.8,18.1,31.2,5.6,N,3c,L,,,
9000-39806,07/17/2007,6:30,MCGC,FCE,BTLH,F,AHY,3.0,48.7,18.7,30.0,5.6,N,,M,,,
9000-39807,07/17/2007,6:48,MCGC,FCE,BTLH,F,AHY,4.2,48.4,18.8,29.0,5.8,L-M,,M,,"r1 skeleton, r3-5 L-MTW",
9000-39808,07/17/2007,6:48,MCGC,FCE,BTLH,F,AHY,3.5,49.5,19.0,29.0,5.6,N,,L-M,,,
9000-39809,07/17/2007,6:48,MCGC,TBE,BTLH,F,AHY,3.5,48.4,19.0,31.5,5.5,H,,L,,,
9000-39810,07/17/2007,7:15,MCGC,TBE,BTLH,F,AHY,4.0,48.9,19.0,30.0,5.5,N,,M,,,
9000-39811,07/17/2007,10:45,HOLZ,FCE,BTLH,F,AHY,3.9,50.6,17.4,30.0,5.5,N,12c,H,,,
9000-39812,07/17/2007,7:24,MCGC,TBE,BTLH,F,AHY,3.2,50.0,18.5,29.5,6.0,N,,VL,,,
9000-39813,07/17/2007,10:50,HOLZ,TBE,BTLH,F,AHY,3.4,49.3,19.0,31.0,5.0,N,,L,,,
9000-39814,07/17/2007,10:45,HOLZ,FCE,BTLH,F,AHY,3.3,50.3,19.1,30.2,6.0,N,,,,,
9000-39815,07/17/2007,10:50,HOLZ,TBE,BTLH,F,AHY,3.3,50.4,19.3,30.0,5.5,M,,M,,,
9000-39816,07/17/2007,11:25,HOLZ,TBE,BTLH,F,AHY,3.4,49.0,19.0,32.0,5.0,L,,M,,,
9000-39817,07/17/2007,11:25,HOLZ,TBE,BTLH,F,AHY,3.5,48.4,19.0,30.0,5.5,N,3c,M,,,
9000-39818,07/17/2007,11:25,HOLZ,FCE,BTLH,F,AHY,3.5,51.2,18.2,30.0,5.5,N,,H,,,
9000-39819,07/17/2007,12:00,HOLZ,TBE,BTLH,F,AHY,3.7,49.0,17.9,30.0,5.0,N,,M,,,
9000-39820,07/17/2007,12:00,HOLZ,TBE,BTLH,F,AHY,,49.9,18.0,31.0,5.5,N,7c,L,,,
9000-39821,07/17/2007,12:25,HOLZ,FCE,BTLH,F,AHY,3.1,50.2,18.0,30.0,5.5,N,7c,H,,,
9000-39822,07/17/2007,14:15,KV1,FCE,BTLH,F,AHY,3.3,51.5,18.5,30.3,5.3,N,,L,,,
9000-39823,07/17/2007,16:00,GNMTN,FCE,BTLH,F,AHY,3.3,49.4,17.0,29.8,5.5,M-H,7c,H,,,
9000-39824,07/18/2007,7:15,MCGC,FCE,BTLH,F,AHY,3.5,50.6,19.6,30.5,5.5,N,3c,M,,,
9000-39825,07/18/2007,7:47,MCGC,FCE,BTLH,F,AHY,4.0,51.1,18.8,30.9,5.5,N,,M-H,,,
9000-39826,07/18/2007,7:47,MCGC,FCE,BTLH,F,AHY,3.6,48.7,19.1,29.8,5.6,N,6c,H,,,
9000-39827,07/18/2007,7:47,MCGC,FCE,BTLH,F,AHY,3.8,51.4,19.0,30.1,5.4,M,4 sm c,L-M,,r3 MTW,
9000-39828,07/18/2007,8:07,MCGC,FCE,BTLH,F,AHY,3.7,50.1,18.2,29.0,5.2,N,1 v sm,M,,,
9000-39829,07/18/2007,8:30,MCGC,FCE,BTLH,F,AHY,3.5,48.8,18.0,28.8,5.8,N,,M,,,
9000-39830,07/18/2007,8:30,MCGC,FCE,BTLH,F,AHY,3.3,51.5,18.1,29.0,5.5,L-M,5c,H,,r3-5 L-MTW except r5R NTW,
9000-39831,07/18/2007,8:30,MCGC,FCE,BTLH,F,AHY,3.2,49.8,19.1,29.6,5.6,N,,L,,,
9000-39832,07/18/2007,10:13,MCGC,FCE,BTLH,F,AHY,3.5,48.8,19.0,30.0,5.6,H,,M,,"r3-5L HTW, r4R LTW",
9000-39833,07/18/2007,19:05,MCGC,FCE,BTLH,F,AHY,4.0,49.6,18.9,31.0,5.2,N,,M,,,
9000-39834,07/18/2007,19:20,MCGC,FCE,BTLH,F,AHY,4.0,52.1,18.2,30.8,5.0,M,,L-M,,"r3-5 MTW, old r1s",
9000-39835,07/18/2007,19:35,MCGC,FCE,BTLH,F,AHY,3.7,48.6,19.0,30.0,5.0,N,,M-H,,,
9000-39836,07/19/2007,6:45,MCGC,FCE,BTLH,F,AHY,3.9,50.9,19.5,31.8,5.5,N,,H,,,
9000-39837,07/19/2007,7:12,MCGC,FCE,BTLH,F,AHY,3.5,48.9,18.0,30.0,5.0,M-H,,L-M,,r1s old with stress bar,
9000-39838,07/19/2007,7:15,MCGC,FCE,BTLH,F,AHY,3.1,48.1,18.3,30.8,5.0,L-M,,,,,
9000-39839,07/19/2007,11:12,CC3,FCE,BTLH,F,AHY,3.4,50.0,18.0,30.5,5.8,N,,H,,y pollen on bill,
9000-39840,07/19/2007,12:10,CC3,FCE,BTLH,F,AHY,3.6,49.3,19.2,30.2,5.4,L,,L,,r3 LTW,
9000-39841,07/19/2007,12:17,CC3,FCE,BTLH,F,AHY,3.4,48.3,18.2,28.5,5.0,H,,L,,"r1s old, r3-5 HTW",
9000-39842,07/19/2007,15:55,MCGC,FCE,BTLH,F,AHY,3.6,49.9,18.8,29.2,5.2,L,,L-M,,r1s old,
9000-39843,07/19/2007,16:30,MCGC,FCE,BTLH,F,AHY,3.6,51.1,19.8,30.6,5.2,N,,L-M,,,
9000-39844,07/19/2007,16:30,MCGC,TBE,BTLH,F,AHY,3.7,49.3,19.2,30.2,5.8,M,,M,,,
9000-39845,07/19/2007,16:34,MCGC,TBE,BTLH,F,AHY,3.9,50.0,18.5,31.0,5.5,L,2c,L,,,
9000-39846,07/19/2007,16:54,MCGC,FCE,BTLH,F,AHY,3.8,50.1,19.1,29.0,5.5,L,,M,,old r1,
9000-39847,07/19/2007,17:05,MCGC,FCE,BTLH,F,AHY,3.8,49.5,18.2,29.5,6.0,M-H,,M,,old r1s,
9000-39848,07/23/2007,7:23,MCGC,FCE,BTLH,F,AHY,3.9,49.9,19.9,30.1,5.5,H,,M,,,
9000-39849,07/23/2007,7:44,MCGC,FCE,BTLH,F,AHY,3.7,49.7,18.2,30.7,5.8,N,,L-M,,"new rectrices, lt bn tips, y pollen on bill",
9000-39850,07/23/2007,7:44,MCGC,TBE,BTLH,F,AHY,4.0,48.8,18.8,28.0,5.0,H,,L,,,
9000-39851,07/23/2007,11:12,MP1,FCE,BTLH,F,AHY,3.7,50.8,19.3,30.1,5.2,N,,L,,,
9000-39852,07/23/2007,11:22,MP1,FCE,BTLH,F,AHY,3.7,50.2,18.9,30.2,5.3,M,,M,,"r3-5 MTW, old tail coverts",
9000-39853,07/23/2007,11:22,MP1,FCE,BTLH,F,AHY,4.2,50.8,18.6,30.0,5.5,M-H,1 gn,H,,"r3,4 HTW, r5 new, old r1s",
9000-39854,07/23/2007,11:30,MP1,FCE,BTLH,F,AHY,3.6,49.3,18.2,30.8,5.2,L,3c,L-M,,extensive or pollen ,
9000-39855,07/23/2007,11:30,MP1,FCE,BTLH,F,AHY,3.5,49.7,18.8,30.1,5.5,,4 sm c,,,"r4,5 MTW",
9000-39856,07/23/2007,12:00,MP1,FCE,BTLH,F,AHY,3.5,48.8,19.0,30.0,5.3,L,7c,L,,,
9000-39857,07/23/2007,12:00,MP1,FCE,BTLH,F,AHY,3.6,48.4,19.0,30.3,5.0,L,,M,,,
9000-39858,07/23/2007,12:51,MP1,TBE,BTLH,F,AHY,3.5,50.1,18.0,30.0,5.0,H,4c,L,,r5 HTW,
9000-39859,07/23/2007,12:55,MP1,TBE,BTLH,F,AHY,3.6,49.1,18.7,29.5,6.0,M,2 lg gn,VL,,all rects MTW,
9000-39860,07/23/2007,13:00,MP1,TBE,BTLH,F,AHY,3.2,49.8,19.6,29.5,5.0,N,,L,,r1 skeleton,
9000-39861,07/23/2007,14:50,MP1,FCE,BTLH,F,AHY,3.8,51.5,19.6,30.2,5.0,M,,,,"r3 MTW, r4 LTW",
9000-39862,07/23/2007,16:11,HPK1,TBE,BTLH,F,AHY,3.8,50.6,17.9,31.0,5.5,N,,L,,,
9000-39863,07/23/2007,16:20,HPK1,TBE,BTLH,F,AHY,3.5,48.7,18.1,30.0,5.0,N,,M,,,
9000-39864,07/23/2007,16:25,HPK1,TBE,BTLH,F,AHY,3.4,49.1,18.0,30.0,5.5,L,,L,,,
9000-39865,07/23/2007,16:38,HPK1,FCE,BTLH,F,AHY,3.8,49.8,19.0,28.6,6.2,N,,M,,,
9000-39866,07/23/2007,16:50,HPK1,FCE,BTLH,F,AHY,3.5,50.8,19.2,30.0,5.6,N,3c,H,,,
9000-39867,08/08/2007,14:18,MP1,TBE,BTLH,M,AHY,3.5,47.7,17.7,31.0,5.5,N,,,,r5 white inner web near tip,
9000-39868,07/23/2007,16:57,HPK1,FCE,BTLH,F,AHY,3.5,50.4,19.0,30.0,5.5,M,4c,L,,"r1 skeleton, r3-5 MTW",
9000-39869,07/23/2007,17:00,HPK1,FCE,BTLH,F,AHY,3.9,50.1,18.5,31.0,5.8,N,,L,,,
9000-39870,07/23/2007,17:12,HPK1,FCE,BTLH,F,AHY,4.0,50.5,19.2,29.8,5.5,M,,L,,"or pollen, all rects MTW except r5L NTW",
9000-39871,07/23/2007,17:23,HPK1,TBE,BTLH,F,AHY,3.5,49.5,18.5,30.0,6.0,m,,L,,or pollen on culmen,
9000-39872,07/23/2007,17:30,HPK1,TBE,BTLH,F,AHY,3.4,50.2,18.5,29.8,5.0,L,6 v sm,L,,,
9000-39873,07/23/2007,17:35,HPK1,TBE,BTLH,F,AHY,3.7,49.1,18.8,29.5,5.0,N,10c,L,,"r1 appears blue (old, faded)",
9000-39874,07/23/2007,17:40,HPK1,TBE,BTLH,F,AHY,3.4,48.1,19.5,30.0,5.5,H,,H,,"r4,5L HTW",
9000-39875,07/23/2007,17:49,HPK1,TBE,BTLH,F,AHY,3.6,49.2,17.9,30.0,6.0,N,,VL,,,
9000-39876,07/23/2007,18:28,HPK1,FCE,BTLH,F,AHY,4.1,49.5,19.7,30.0,5.0,M,,L-M,,,
9000-39877,07/23/2007,18:48,HPK1,FCE,BTLH,F,AHY,3.9,51.0,19.0,30.8,6.0,N,,M,,1 rufous feather on crown,
9000-39878,07/24/2007,10:35,HOLZ,TBE,BTLH,F,AHY,3.8,49.2,17.8,30.0,5.0,M-H,,M,,old r1s,
9000-39879,07/24/2007,11:08,HOLZ,FCE,BTLH,F,AHY,3.5,50.2,18.2,30.6,5.6,N,,,,,
9000-39880,07/24/2007,11:35,HOLZ,FCE,BTLH,F,AHY,3.5,49.6,18.0,29.7,5.0,N,,,,new rectrices,
9000-39881,07/24/2007,13:55,GNMTN,FCE,BTLH,F,AHY,3.8,49.6,19.7,30.0,5.6,M,,L,,0ld r1s with stress bar,
9000-39882,07/24/2007,14:02,GNMTN,FCE,BTLH,F,AHY,3.5,50.6,18.6,31.6,5.5,L,,M,,,
9000-39883,07/24/2007,14:15,GNMTN,FCE,BTLH,F,AHY,4.1,49.9,19.2,30.0,5.2,L-M,1c,M-H,,,
9000-39884,07/24/2007,14:26,GNMTN,FCE,BTLH,F,AHY,3.6,51.5,18.6,32.0,5.4,H,,M,,"r4,5 HTW",
9000-39885,07/24/2007,14:26,GNMTN,FCE,BTLH,F,HY,3.9,48.8,16.5,28.8,,,,,,"r1 str bar, r3 5.5wx7.2l white area",
9000-39886,07/24/2007,14:26,GNMTN,FCE,BTLH,F,AHY,3.4,50.0,19.4,30.0,5.3,L,1c,H,,old r1,
9000-39887,07/24/2007,14:50,GNMTN,FCE,BTLH,F,AHY,4.1,51.3,19.1,31.0,5.8,N,3c,M,,lost r5R,
9000-39888,07/24/2007,14:50,GNMTN,FCE,BTLH,F,AHY,4.0,50.3,19.8,31.6,5.2,L,,L-M,,1 rufous crown feather,
9000-39889,07/24/2007,14:59,GNMTN,TBE,BTLH,F,AHY,3.3,48.5,19.0,30.0,6.0,N,,L-M,,,
9000-39890,07/24/2007,15:09,GNMTN,TBE,BTLH,F,AHY,3.7,51.0,17.7,31.0,6.0,L,,H,,,
9000-39891,07/24/2007,15:18,GNMTN,TBE,BTLH,F,AHY,3.7,48.6,18.0,30.0,5.5,N,,L,,missing throat feathers,
9000-39892,07/24/2007,15:29,GNMTN,TBE,BTLH,F,AHY,3.7,49.6,18.0,30.0,5.0,N,,M,,,
9000-39893,07/24/2007,15:30,GNMTN,TBE,BTLH,F,AHY,3.5,50.5,19.0,31.0,5.5,M,,M,,,
9000-39894,07/24/2007,15:35,GNMTN,TBE,BTLH,F,AHY,3.6,50.8,18.0,31.2,5.5,M,,L-M,,1 r1 skeleton,
9000-39895,07/24/2007,15:35,GNMTN,TBE,BTLH,F,AHY,3.6,48.9,17.5,31.0,5.5,N,,H,,,
9000-39896,07/24/2007,15:35,GNMTN,FCE,BTLH,F,AHY,3.9,51.3,18.9,30.8,5.4,N,1 sm c,L,,,
9000-39897,07/24/2007,15:35,GNMTN,TBE,BTLH,F,AHY,3.4,49.6,19.0,29.5,6.0,L,,L,,,
9000-39898,07/24/2007,15:35,GNMTN,TBE,BTLH,F,AHY,3.9,50.2,20.0,31.5,5.5,L,10c,L,,chevron shaped gorget feather pattern,
9000-39899,07/24/2007,16:10,GNMTN,TBE,BTLH,F,AHY,3.7,48.6,18.5,30.5,5.5,,,,,,
9000-39900,07/24/2007,17:30,KV1,TBE,BTLH,F,AHY,3.9,49.6,19.1,31.0,5.5,N,,L,,,
9000-39901,07/27/2007,8:10,MCGC,FCE,BTLH,F,AHY,3.6,49.7,19.2,27.6,5.4,N,,M,,,
9000-39902,07/27/2007,8:10,MCGC,FCE,BTLH,F,AHY,3.5,49.9,19.2,30.8,5.1,VL,22+,H,,,
9000-39903,07/27/2007,8:10,MCGC,FCE,BTLH,F,AHY,3.8,49.6,19.9,31.1,5.0,N,,M,,,
9000-39904,07/27/2007,8:25,MCGC,FCE,BTLH,F,AHY,3.9,50.4,18.9,31.0,5.2,N,,VL,,,
9000-39905,07/27/2007,8:50,MCGC,FCE,BTLH,F,AHY,3.9,48.4,18.0,28.8,5.3,M-H,,M-H,,,
9000-39906,07/27/2007,8:50,MCGC,FCE,BTLH,F,AHY,3.3,49.9,19.5,29.8,5.5,M,3 v sm,M-H,,r4 MTW,
9000-39907,07/27/2007,10:43,MCGC,FCE,BTLH,F,AHY,3.6,50.5,19.4,29.1,5.0,N,1 v sm,VL,,,
9000-39908,07/27/2007,11:15,MCGC,FCE,BTLH,F,AHY,4.2,49.9,17.8,29.9,5.8,N,sm gn,H,,,
9000-39909,07/30/2007,16:25,MCGC,FCE,BTLH,F,AHY,3.6,47.3,19.2,30.3,5.5,N,3c,M,,,
9000-39910,07/30/2007,16:40,MCGC,FCE,BTLH,F,AHY,4.1,52.1,19.2,29.2,5.0,L,,VH,,,
9000-39911,07/24/2007,17:30,KV1,TBE,BTLH,F,AHY,3.6,50.5,18.0,29.0,6.0,N,,M,,,
9000-39912,07/24/2007,18:20,KV1,FCE,BTLH,F,AHY,3.6,51.9,18.0,32.0,6.0,N,5c,L-M,,,
9000-39913,07/24/2007,18:22,KV1,TBE,BTLH,F,HY,3.5,48.4,18.0,30.5,5.0,N,,M,60%,"r1s two stress bars, r2 buff/white tip",
9000-39914*,07/25/2007,7:34,MCGC,FCE,BTLH,F,AHY,3.7,51.0,18.5,30.9,5.7,,,M,,*Former C53587,
9000-39915,07/30/2007,11:50,WC1,TBE,BTLH,M,HY,4.0,48.1,16.0,28.0,5.0,N,,H,95%,"r3 3wx3l, r1 str bar, r2 pointed w/ blk tip, no blk at base r3-5",
9000-39916,07/30/2007,18:08,MCGC,FCE,BTLH,F,AHY,3.6,48.9,18.8,30.2,5.3,L,1c,VL,,,
9000-39917,07/30/2007,18:55,MCGC,FCE,BTLH,F,AHY,3.8,49.1,19.2,30.2,5.4,VL,,M,,,
9000-39918,07/31/2007,10:56,MP1,TBE,BTLH,F,AHY,3.8,49.3,18.0,31.0,5.5,L,4 sm ,L,,,
9000-39919,07/31/2007,11:00,MP1,TBE,BTLH,F,AHY,3.5,50.1,19.0,31.5,5.0,N,,L,,,
9000-39920,07/31/2007,11:24,MP1,TBE,BTLH,F,AHY,3.7,48.6,19.0,30.0,6.0,H,,M,,"old tail coverts, or pollen on bill",
9000-39921,07/31/2007,11:10,MP1,FCE,BTLH,F,AHY,3.6,50.3,19.0,30.2,5.5,N,,M,,,
9000-39922,07/31/2007,11:32,MP1,TBE,BTLH,F,HY,3.9,49.5,18.0,31.3,5.5,N,,L,90%,"r2 rounded/blk tip, r3 5wx6l",
9000-39923,07/31/2007,11:32,MP1,TBE,BTLH,F,HY,3.8,48.0,17.5,29.5,5.5,N,,L,95%,r3 5.5wx7l,
9000-39924,07/31/2007,12:01,MP1,TBE,BTLH,F,AHY,4.0,50.0,19.5,30.5,6.0,H,2 v sm,H,,"r2 buff tips, r4L only HTW, hvy gn stippling ",
9000-39925,07/31/2007,12:01,MP1,TBE,BTLH,F,AHY,3.4,48.6,18.0,30.0,5.5,L-M,2 sm gn,L,,r3 MTW,
9000-39926,07/31/2007,12:01,MP1,TBE,BTLH,F,AHY,3.5,49.0,19.0,30.0,6.0,N,,,,,
9000-39927,07/31/2007,12:14,MP1,TBE,BTLH,F,HY,3.4,47.9,18.0,29.0,5.0,N,,M,80%,"r3 4wX6l, r2 rounded/blk tip and white fringe ",
9000-39928,07/31/2007,12:21,MP1,TBE,BTLH,F,AHY,,48.5,,29.5,6.0,,,,,,
9000-39929,07/31/2007,12:27,MP1,TBE,BTLH,F,AHY,3.8,49.0,17.5,31.0,6.0,N,,VL,,,
9000-39930,07/31/2007,12:27,MP1,TBE,BTLH,F,AHY,4.0,49.0,19.5,30.5,6.0,N,15c,L,,old tail coverts,
9000-39931,07/31/2007,12:27,MP1,TBE,BTLH,F,AHY,4.0,48.8,18.5,30.0,5.5,M,,L,,r3-5 except r3R (new) MTW,
9000-39932,07/31/2007,12:43,MP1,TBE,BTLH,F,HY,3.5,47.3,18.5,28.5,5.0,N,,L,80%,"r2 rounded/blk tip, r3 5lX4w, stressed",
9000-39933,07/31/2007,14:45,HPK1,FCE,BTLH,F,AHY,3.6,50.9,19.3,30.5,5.0,N,,M,,,
9000-39934,07/31/2007,15:11,HPK1,FCE,BTLH,F,AHY,3.5,50.5,19.4,31.4,5.2,L,,L-M,,r1 stress bar,
9000-39935,08/01/2007,10:33,HOLZ,TBE,BTLH,F,AHY,3.5,49.9,17.7,30.5,5.5,N,2c,L-M,,,
9000-39936,08/01/2007,10:40,HOLZ,TBE,BTLH,F,AHY,4.0,50.2,18.5,31.0,5.0,H,,L,,"skeleton r1, r3-5 HTW, pin feathers on rt side of throat",
9000-39937,08/01/2007,11:13,HOLZ,TBE,BTLH,F,AHY,3.5,46.8,18.3,29.0,6.0,H,,L,,,
9000-39938,08/01/2007,11:13,HOLZ,TBE,BTLH,F,AHY,4.2,49.4,18.8,30.0,,M,,H,,"old r1s, r3-5 L-MTW",
9000-39939,08/01/2007,11:32,HOLZ,TBE,BTLH,F,AHY,3.7,49.8,17.7,32.0,,H,,H,,r3-5 HTW,
9000-39940,08/01/2007,12:18,HOLZ,TBE,BTLH,F,AHY,3.5,49.9,18.6,31.5,5.5,N,,M,,,
9000-39941,08/01/2007,12:18,HOLZ,TBE,BTLH,F,AHY,3.4,48.5,18.0,39.5,5.0,VL,,L,,,
9000-39942,08/01/2007,14:22,KV1,TBE,BTLH,F,AHY,3.4,49.2,17.7,27.0,5.0,L,,,,r1 blk tip,
9000-39943,08/01/2007,14:40,KV1,TBE,BTLH,F,AHY,3.6,48.0,18.0,30.5,5.5,M,,VL,,,
9000-39944,08/01/2007,16:23,GNMTN,TBE,BTLH,F,AHY,3.5,49.2,19.0,30.0,6.0,L,4c,L-M,,,
9000-39945,08/01/2007,16:28,GNMTN,TBE,BTLH,F,AHY,,48.9,19.0,29.5,6.0,M,,L-M,,r3-5 buff tips,
9000-39946,08/08/2007,10:48,GNMTN,FCE,RUHU,F,AHY,3.3,43.8,18.0,27.0,3.5,N,9c,L-M,,,
9000-39947,08/01/2007,10:25,HOLZ,TBE,BTLH,F,AHY,3.7,48.6,18.8,30.0,5.0,H,,L,,old r1s,
9000-39948,08/01/2007,16:35,GNMTN,TBE,BTLH,F,AHY,3.9,51.0,18.3,30.0,5.5,N,6 lg gn,VL,,,
9000-39949,08/08/2007,12:58,GNMTN,FCE,RUHU,F,AHY,3.7,44.0,17.9,27.0,3.0,M,9c,L,,"r3-5 MTW, captured w/ HY RUHU male",
9000-39950,08/01/2007,16:20,GNMTN,TBE,BTLH,F,AHY,3.4,50.2,18.0,30.0,6.0,N,,L,,,
9000-39951,08/01/2007,17:23,GNMTN,TBE,BTLH,F,AHY,3.6,51.9,17.5,,,N,,L,,,
9000-39952,08/08/2007,14:40,KV1,FCE,RUHU,F,HY,3.3,46.0,17.3,25.5,3.0,L,,M,90%,"r1s stress bar, r5L missing tip",
9000-39953,08/01/2007,17:28,GNMTN,TBE,BTLH,F,AHY,3.7,49.7,18.3,29.5,5.5,N,,M,,,
9000-39954,08/01/2007,17:30,GNMTN,TBE,BTLH,F,AHY,3.6,51.4,18.7,30.0,5.5,N,,M,,,
9000-39955*,08/01/2007,17:45,GNMTN,FCE,BTLH,F,AHY,3.9,51.2,18.9,29.1,5.5,,,,,*Former N29552,
9000-39956,08/01/2007,17:55,GNMTN,TBE,BTLH,F,AHY,3.2,49.6,18.6,29.0,5.0,N,,L,,,
9000-39957,08/02/2007,7:06,MCGC,FCE,BTLH,F,AHY,4.4,51.6,19.4,30.8,6.0,N,6c,H,,r3 stress bar,
9000-39958,08/02/2007,7:23,MCGC,FCE,BTLH,F,AHY,4.3,51.5,20.0,32.0,5.0,N,5c,H,,"faint r1 stress bar, very similar to previous bird",
9000-39959,08/02/2007,7:32,MCGC,FCE,BTLH,F,AHY,4.0,48.5,19.0,30.0,5.4,N,,L,,,
9000-39960,08/02/2007,7:32,MCGC,FCE,BTLH,F,AHY,4.2,51.2,18.7,30.0,5.4,N,,L,,,
9000-39961,08/02/2007,7:52,MCGC,FCE,BTLH,F,AHY,3.4,50.0,18.0,30.5,5.5,M,,L,,"old r1 w/stress bar, spider web on rt wing",
9000-39962,08/02/2007,12:30,GC1,FCE,BTLH,F,AHY,3.8,50.4,19.2,30.8,5.5,M,,M,,old injury rt side of bill at base,
9000-39963,08/02/2007,12:30,GC1,FCE,BTLH,F,AHY,3.7,51.0,18.8,30.2,5.5,N,,L,,,
