Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 Wear,Gorget,Throat,Grooves,Comments,Old Band Number
4100-58584,07/28/2010,8:20,MCGC,FCE,BTLH,AHY,F,3.4,51.2,18.8,32.0,,,,,,,
4100-58585,07/30/2010,6:15,MCGC,FCE,BTLH,AHY,F,4.1,51.8,18.9,31.5,,,,,,,
4100-58586,07/30/2010,7:45,MCGC,TBE,BTLH,AHY,F,3.5,,,,,,,,,,
4100-58587,07/30/2010,7:55,MCGC,FCE,BTLH,AHY,F,3.4,49.8,17.4,29.5,,,,,,,
4100-58588,07/30/2010,7:55,MCGC,FCE,BTLH,AHY,F,3.8,48.9,18.7,28.1,,,,,,,
4100-58589,07/31/2010,8:00,MCGC,TBE,BTLH,AHY,F,3.4,49.6,18.4,30.0,,,,,,,
4100-58590,07/31/2010,8:30,MCGC,TBE,BTLH,HY,F,3.6,49.5,15.8,29.0,,,,,,,
4100-58591,07/31/2010,8:45,MCGC,FCE,BTLH,AHY,F,3.2,51.0,19.2,29.3,,,,,,,
4100-58592,07/31/2010,8:45,MCGC,TBE,BTLH,AHY,F,3.5,49.6,18.5,28.5,,,,,,,
4100-58593,07/31/2010,15:13,MP1,FCE,BTLH,AHY,F,3.38,49.1,18.3,29.9,,,,,,,
4100-58594,07/31/2010,15:13,MP1,FCE,BTLH,AHY,F,3.86,50.1,19.6,30.5,,,,,,,
4100-58595,07/31/2010,15:13,MP1,TBE,BTLH,AHY,F,3.34,49.5,18.4,29.0,,,,,,,
4100-58596,07/31/2010,15:25,MP1,TBE,BTLH,AHY,F,3.13,50.4,18.8,28.0,,,,,,,
4100-58597,07/31/2010,15:25,MP1,TBE,BTLH,HY,F,3.82,49.9,17.3,29.8,,,,,,,
4100-58598,07/31/2010,19:22,CC3,FCE,BTLH,AHY,F,3.8,50.0,19.1,30.0,,,,,,,
4100-58599,08/01/2010,12:46,GNMTN,FCE,BTLH,AHY,F,3.62,50.1,19.0,30.1,,,,,,,
4100-58600,08/01/2010,13:09,GNMTN,FCE,BTLH,AHY,F,3.84,49.5,18.3,29.2,,,,,,,
4100-58601,08/03/2010,7:30,MCGC,FCE,BTLH,AHY,F,3.4,49.7,19.8,30.8,,,,,,,
4100-58602,08/03/2010,9:10,MCGC,TBE,BTLH,AHY,F,3.6,49.5,19.1,31.0,,,,,,,
4100-58603,08/03/2010,9:30,MCGC,TBE,BTLH,AHY,F,3.2,49.3,18.9,31.5,,,,,,,
4100-58604,08/03/2010,9:30,MCGC,TBE,BTLH,AHY,F,3.8,49.5,19.0,30.0,,,,,,,
4100-58605,08/03/2010,10:00,MCGC,TBE,BTLH,AHY,F,3.8,48.8,19.0,30.2,,,,,,,
4100-58606,08/03/2010,10:30,MCGC,TBE,BTLH,AHY,F,3.6,49.2,18.8,31.0,,,,,,,
4100-58607,08/03/2010,10:30,MCGC,TBE,BTLH,HY,F,3.6,48.6,17.1,30.0,,,,,,,
4100-58608,08/03/2010,10:30,MCGC,TBE,BTLH,AHY,F,3.6,48.9,18.1,31.2,,,,,,,
4100-58609,08/03/2010,12:25,MCGC,TBE,BTLH,AHY,F,4.1,48.2,18.8,31.5,,,,,,,
4100-58610,08/06/2010,16:30,KV1,FCE,BTLH,AHY,F,4.21,51.6,18.8,28.8,,,,,,,
4100-58611,08/06/2010,16:38,KV1,FCE,BTLH,AHY,F,3.7,50.9,20.1,30.7,,,,,,,
4100-58612,08/06/2010,16:38,KV1,FCE,BTLH,HY,F,3.58,50.6,18.8,30.4,,,,,,,
4100-58613,08/06/2010,16:38,KV1,TBE,BTLH,AHY,F,3.62,48.3,18.3,30.0,,,,,,,
4100-58614,08/06/2010,16:38,KV1,FCE,BTLH,AHY,F,3.32,49.4,18.5,30.0,,,,,,,
4100-58615,08/06/2010,16:38,KV1,FCE,BTLH,AHY,F,3.51,51.0,19.0,29.0,,,,,,,
4100-58616,08/06/2010,17:02,KV1,FCE,BTLH,AHY,F,4.02,51.2,18.8,30.1,,,,,,,
4100-58617,08/08/2010,9:03,MCGC,TBE,BTLH,HY,F,3.9,47.6,17.3,30.0,,,,,,,
4100-58618,08/07/2010,11:10,MP1,FCE,BTLH,AHY,F,4.1,49.2,18.3,29.7,,,,,,,
4100-58619,08/07/2010,11:20,MP1,FCE,BTLH,HY,F,3.46,48.7,18.2,29.7,,,,,,,
4100-58620,08/07/2010,11:20,MP1,TBE,BTLH,AHY,F,,,19.5,,,,,,,,
4100-58621,08/07/2010,11:20,MP1,FCE,BTLH,AHY,F,4.37,50.6,20.3,29.8,,,,,,,
4100-58622,08/07/2010,11:20,MP1,FCE,BTLH,AHY,F,3.29,49.5,19.2,30.0,,,,,,,
4100-58623,08/07/2010,11:20,MP1,FCE,BTLH,HY,F,3.31,50.3,17.8,28.8,,,,,,,
4100-58624,08/07/2010,11:57,MP1,FCE,BTLH,AHY,F,3.95,48.9,19.9,29.0,,,,,,,
4100-58625,08/07/2010,11:57,MP1,FCE,BTLH,AHY,F,3.32,49.9,19.8,31.2,,,,,,,
4100-58626,08/07/2010,11:55,MP1,FCE,BTLH,AHY,F,3.66,50.0,18.9,28.2,,,,,,,
4100-58627,08/07/2010,11:55,MP1,FCE,BTLH,AHY,F,4.05,50.8,18.8,29.0,,,,,,,
4100-58628,08/07/2010,12:38,MP1,TBE,BTLH,AHY,F,3.6,48.3,19.8,31.0,,,,,,,
4100-58629,08/07/2010,12:38,MP1,TBE,BTLH,AHY,F,3.49,50.5,17.6,29.0,,,,,,,
4100-58630,08/07/2010,12:38,MP1,TBE,BTLH,AHY,F,3.49,50.0,18.0,30.5,,,,,,,
4100-58631,08/07/2010,15:00,HPK2,FCE,BTLH,AHY,F,3.47,49.9,18.0,30.2,,,,,,,
4100-58632,08/08/2010,10:20,MCGC,TBE,BTLH,HY,F,3.6,47.0,17.6,29.0,,,,,,,
4100-58633,08/09/2010,11:55,MCGC,TBE,BTLH,HY,F,3.4,48.7,17.2,29.5,,,,,,,
4100-58634,08/09/2010,12:00,MCGC,FCE,BTLH,AHY,F,3.5,50.7,17.8,30.5,,,,,,,
4100-58635,08/10/2010,6:24,MCGC,FCE,BTLH,HY,F,3.5,49.2,18.2,31.2,,,,,,,
4100-58636,08/10/2010,7:10,MCGC,FCE,BTLH,HY,F,4,49.5,18.7,30.1,,,,,,,
4100-58637,08/10/2010,7:10,MCGC,FCE,BTLH,HY,F,3.4,48.0,17.2,29.0,,,,,,,
4100-58638,08/10/2010,9:00,MCGC,FCE,BTLH,AHY,F,3.3,49.0,18.2,30.2,,,,,,,
4100-58639,08/12/2010,17:00,MP1,FCE,BTLH,AHY,F,3.6,50.4,18.9,30.0,,,,,,,
4100-58640,08/12/2010,17:23,MP1,FCE,BTLH,AHY,F,3.74,49.7,19.7,29.9,,,,,,,
4100-58651,08/03/2010,10:43,MP1,FCE,BTLH,HY,M,3.53,49.2,17.4,30.0,,,,,,,
4100-58652,08/03/2010,10:43,MP1,FCE,RUHU,AHY,F,3.49,45.8,18.1,28.0,,,,,,,
4100-58653,08/03/2010,11:15,MP1,FCE,BTLH,AHY,M,3.41,49.4,18.0,32.5,,,,,,,
4100-58654,08/06/2010,7:12,MCGC,FCE,RUHU,HY,F,3.8,46.0,17.2,27.0,,,,,,,
4100-58655,08/06/2010,8:10,MCGC,FCE,BTLH,HY,M,,49.4,17.8,30.2,,,,,,,
4100-58656,08/06/2010,9:28,MCGC,FCE,RUHU,AHY,F,3.9,44.4,18.7,27.0,,,,,,,
4100-58657,08/06/2010,15:30,KV1,FCE,RUHU,AHY,F,3.69,43.8,17.4,27.0,,,,,,,
4100-58658,08/06/2010,17:20,KV1,FCE,RUHU,AHY,F,3.81,45.4,16.9,26.4,,,,,,,
4100-58659,08/06/2010,17:20,KV1,TBE,RUHU,AHY,F,4.3,44.4,18.0,26.5,,,,,,,
4100-58660,08/06/2010,17:20,KV1,TBE,RUHU,AHY,F,3.8,44.0,17.2,25.5,,,,,,,
4100-58661,08/03/2010,12:35,MCGC,TBE,BTLH,HY,M,3.6,49.4,18.8,30.0,,,,,,,
4100-58662,08/04/2010,7:20,MCGC,FCE,BTLH,HY,M,3.5,49.3,17.1,29.2,,,,,,,
4100-58663,08/04/2010,7:29,MCGC,FCE,BTLH,HY,M,3.4,48.9,17.4,29.8,,,,,,,
4100-58664,08/04/2010,8:10,MCGC,FCE,BTLH,HY,M,4.1,48.3,17.3,29.0,,,,,,,
4100-58665,08/04/2010,8:25,MCGC,FCE,BTLH,HY,M,3.7,49.8,16.0,30.0,,,,,,,
4100-58666,08/07/2010,11:00,MP1,FCE,BTLH,HY,M,3.64,51.7,18.0,31.2,,,,,,,
4100-58667,08/07/2010,11:10,MP1,FCE,RUHU,AHY,F,3.69,44.3,17.8,28.9,,,,,,,
4100-58668,08/07/2010,11:20,MP1,TBE,BTLH,HY,M,3.79,48.5,17.6,29.0,,,,,,,
4100-58669,08/07/2010,11:20,MP1,FCE,BTLH,HY,M,3.78,48.3,17.1,28.8,,,,,,,
4100-58670,08/07/2010,11:57,MP1,FCE,BTLH,HY,M,3.68,48.5,17.0,30.0,,,,,,,
4100-58671,08/03/2010,10:18,MP1,FCE,BTLH,AHY,F,3.61,49.2,18.8,28.8,,,,,,,
4100-58672,08/03/2010,10:18,MP1,FCE,BTLH,AHY,F,3.1,48.8,18.8,30.1,,,,,,,
4100-58673,08/03/2010,10:43,MP1,FCE,BTLH,AHY,F,3.92,49.2,18.5,30.2,,,,,,,
4100-58674,08/03/2010,10:43,MP1,FCE,BTLH,AHY,F,3.84,51.4,19.8,30.5,,,,,,,
4100-58675,08/03/2010,10:43,MP1,FCE,BTLH,AHY,F,3.93,51.3,20.0,32.0,,,,,,,
4100-58676,08/03/2010,11:15,MP1,FCE,BTLH,AHY,F,3.83,50.4,19.2,29.6,,,,,,,
4100-58677,08/03/2010,11:15,MP1,FCE,BTLH,HY,F,3.58,49.2,17.2,29.9,,,,,,,
4100-58678,08/03/2010,10:00,MP1,FCE,BTLH,HY,M,3.77,50.0,17.9,29.4,,,,,,,
4100-58679,08/03/2010,11:15,MP1,FCE,BTLH,AHY,F,3.4,49.6,17.9,30.0,,,,,,,
4100-58680,08/03/2010,11:15,MP1,FCE,BTLH,AHY,F,3.75,48.3,20.0,29.0,,,,,,,
4100-58681,08/03/2010,11:15,MP1,FCE,BTLH,AHY,F,3.4,48.9,19.1,29.1,,,,,,,
4100-58682,08/03/2010,11:40,MP1,FCE,BTLH,HY,F,3.59,49.6,18.1,30.0,,,,,,,
4100-58683,08/04/2010,6:50,MCGC,FCE,BTLH,HY,F,3.4,48.6,18.2,27.5,,,,,,,
4100-58684,08/04/2010,6:50,MCGC,FCE,BTLH,AHY,F,3.6,50.4,20.3,31.1,,,,,,,
4100-58685,08/04/2010,6:50,MCGC,TBE,BTLH,AHY,F,4,49.6,18.3,31.0,,,,,,,
4100-58686,08/04/2010,6:50,MCGC,FCE,BTLH,HY,F,3.3,49.9,19.7,29.1,,,,,,,
4100-58687,08/04/2010,7:40,MCGC,TBE,BTLH,AHY,F,3.7,49.1,18.6,31.0,,,,,,,
4100-58688,08/06/2010,6:55,MCGC,FCE,BTLH,AHY,F,3.3,49.7,18.4,30.0,,,,,,,
4100-58689,08/04/2010,8:12,MCGC,TBE,BTLH,AHY,F,3.3,49.2,18.5,30.0,,,,,,,
4100-58690,08/04/2010,8:43,MCGC,TBE,BTLH,AHY,F,3.1,48.5,18.2,29.0,,,,,,,
4100-58691,08/06/2010,7:15,MCGC,FCE,BTLH,AHY,F,3.3,50.9,18.2,31.0,,,,,,,
4100-58692,08/06/2010,7:28,MCGC,FCE,BTLH,AHY,F,3.8,51.1,20.2,30.0,,,,,,,
4100-58693,08/06/2010,15:30,KV1,FCE,BTLH,HY,F,3.59,48.6,18.8,31.8,,,,,,,
4100-58694,08/06/2010,15:30,KV1,FCE,BTLH,AHY,F,3.36,50.4,18.9,31.5,,,,,,,
4100-58695,08/06/2010,15:40,KV1,FCE,BTLH,HY,F,3.26,49.3,19.0,29.5,,,,,,,
4100-58696,08/06/2010,15:40,KV1,FCE,BTLH,HY,F,3.69,50.4,18.4,30.1,,,,,,,
4100-58697,08/06/2010,16:05,KV1,FCE,BTLH,AHY,F,4.05,49.7,19.0,29.7,,,,,,,
4100-58698,08/06/2010,16:05,KV1,FCE,BTLH,AHY,F,4.03,51.1,19.3,29.3,,,,,,,
4100-58699,08/06/2010,16:05,KV1,FCE,BTLH,AHY,F,3.88,50.7,19.3,31.0,,,,,,,
4100-58700,08/06/2010,16:22,KV1,FCE,BTLH,AHY,F,3.81,51.1,20.0,30.3,,,,,,,
4100-58701,08/12/2010,8:45,MCGC,FCE,BTLH,AHY,F,4.1,48.6,19.9,30.0,,,,,,,
4100-58702,08/12/2010,9:01,MCGC,FCE,BTLH,AHY,F,4.2,49.5,19.0,29.9,,,,,,,
4100-58703,08/12/2010,8:28,MCGC,FCE,RUHU,AHY,F,3.8,45.1,18.0,26.9,,,,,,,
4100-58704,08/12/2010,9:08,MCGC,FCE,BTLH,AHY,F,3.6,50.9,20.0,31.9,,,,,,,
4100-58705,08/13/2010,10:25,MCGC,TBE,BTLH,HY,F,3.5,48.0,16.1,29.0,,,,,,,
4100-58706,08/13/2010,7:25,MCGC,TBE,BTLH,HY,F,3.3,48.1,17.5,29.5,,,,,,,
4100-58707,08/15/2010,10:54,GNMTN,FCE,BTLH,HY,F,3.2,49.1,18.0,30.1,,,,,,,
4100-58708,08/15/2010,13:35,KV1,FCE,BTLH,AHY,F,3.56,51.3,18.8,30.5,,,,,,,
4100-58709,08/15/2010,13:42,KV1,FCE,BTLH,AHY,F,3.69,51.0,18.2,30.7,,,,,,,
4100-58710,08/15/2010,13:45,KV1,FCE,BTLH,HY,F,4.1,48.7,18.2,29.8,,,,,,,
4100-58711,08/12/2010,17:23,MP1,FCE,BTLH,AHY,F,3.53,49.5,19.0,28.5,,,,,,,
4100-58712,08/12/2010,17:23,MP1,FCE,BTLH,AHY,F,3.59,51.6,18.9,28.7,,,,,,,
4100-58713,08/12/2010,17:49,MP1,FCE,BTLH,AHY,F,3.75,49.9,19.0,30.3,,,,,,,
4100-58714,08/12/2010,17:49,MP1,FCE,BTLH,AHY,F,4.02,50.5,18.0,30.5,,,,,,,
4100-58715,08/12/2010,18:45,MP1,FCE,BTLH,HY,F,3.47,49.5,19.0,29.1,,,,,,,
4100-58716,08/13/2010,10:46,GNMTN,FCE,BTLH,AHY,F,3.49,49.4,19.2,31.0,,,,,,,
4100-58717,08/13/2010,11:00,GNMTN,FCE,BTLH,AHY,F,3.63,50.4,19.3,31.0,,,,,,,
4100-58718,08/13/2010,11:17,GNMTN,FCE,BTLH,AHY,F,4,51.2,19.3,30.1,,,,,,,
4100-58719,08/13/2010,11:40,GNMTN,FCE,BTLH,AHY,F,3.46,49.5,19.5,30.3,,,,,,,
4100-58720,08/13/2010,11:50,GNMTN,FCE,BTLH,AHY,F,3.45,50.8,19.0,32.1,,,,,,,
4100-58721,08/13/2010,11:52,GNMTN,FCE,BTLH,AHY,F,3.55,51.4,19.2,30.0,,,,,,,
4100-58722,08/13/2010,14:00,HOLZ,FCE,BTLH,AHY,F,4.51,51.4,18.7,30.2,,,,,,,
4100-58723,08/13/2010,14:10,HOLZ,FCE,BTLH,AHY,F,3.69,50.6,18.8,31.2,,,,,,,
4100-58724,08/13/2010,14:10,HOLZ,FCE,BTLH,AHY,F,3.85,50.2,19.0,32.0,,,,,,,
4100-58725,08/13/2010,14:36,HOLZ,FCE,BTLH,AHY,F,4.73,51.5,19.1,31.0,,,,,,,
4100-58726,08/17/2010,10:01,MP1,FCE,BTLH,HY,M,4.05,51.2,16.5,,,,,,,adult male rects growing in,
4100-58727,08/13/2010,15:00,HOLZ,FCE,BTLH,AHY,F,3.44,50.2,18.0,29.0,,,,,,,
4100-58728,08/13/2010,15:45,HOLZ,FCE,BTLH,AHY,F,4.14,50.1,19.8,30.7,,,,,,,
4100-58729,08/13/2010,18:17,KV1,FCE,BTLH,HY,F,3.4,48.1,19.2,32.0,,,,,,,
4100-58730,08/13/2010,18:17,KV1,FCE,BTLH,HY,F,3.6,47.5,,29.6,,,,,,,
4100-58731,08/13/2010,18:41,KV1,FCE,BTLH,AHY,F,3.83,50.7,18.7,32.1,,,,,,,
4100-58732,08/14/2010,11:10,HPK2,FCE,BTLH,AHY,F,3.33,48.9,18.5,29.9,,,,,,,
4100-58733,08/14/2010,12:43,HPK2,FCE,BTLH,AHY,F,3.55,51.0,18.0,29.9,,,,,,,
4100-58734,08/12/2010,17:00,MP1,FCE,RUHU,AHY,F,4.17,44.6,17.6,27.8,,,,,,,
4100-58735,08/14/2010,11:58,HPK2,FCE,BTLH,AHY,F,3.76,49.3,18.7,29.0,,,,,,,
4100-58736,08/14/2010,12:05,HPK2,FCE,BTLH,AHY,F,3.85,52.0,18.9,31.0,,,,,,,
4100-58737,08/12/2010,17:00,MP1,FCE,BTLH,AHY,M,4.69,49.4,18.7,30.8,,,,,,,
4100-58738,08/14/2010,12:16,HPK2,FCE,BTLH,AHY,F,3.22,50.2,19.5,30.0,,,,,,,
4100-58739,08/14/2010,12:25,HPK2,FCE,BTLH,AHY,F,3.46,50.8,19.8,31.2,,,,,,,
4100-58740,08/14/2010,12:33,HPK2,FCE,BTLH,AHY,F,4.1,51.1,18.8,30.6,,,,,,,
4100-58741,08/10/2010,6:56,MCGC,FCE,BTLH,HY,M,3.7,49.4,17.9,29.0,,,,,,,
4100-58742,08/10/2010,7:40,MCGC,FCE,RUHU,AHY,F,3.9,44.8,16.1,28.2,,,,,,,
4100-58743,08/10/2010,7:58,MCGC,FCE,BTLH,HY,M,3.6,48.4,17.1,27.5,,,,,,,
4100-58744,08/10/2010,8:10,MCGC,FCE,RUHU,AHY,F,4.1,45.0,18.0,27.0,,,,,,,
4100-58745,08/10/2010,8:25,MCGC,FCE,BTLH,AHY,M,4.5,49.0,17.1,31.1,,,,,,,
4100-58746,08/10/2010,8:30,MCGC,FCE,RUHU,AHY,F,3.7,44.8,17.8,28.2,,,,,,,
4100-58747,08/12/2010,17:23,MP1,FCE,BTLH,HY,M,3.85,50.4,17.2,29.3,,,,,,,
4100-58748,08/12/2010,17:23,MP1,FCE,RUHU,HY,F,3.62,45.3,18.2,26.1,,,,,,,
4100-58749,08/12/2010,17:49,MP1,FCE,BTLH,HY,M,3.6,49.8,17.0,29.2,,,,,,,
4100-58750,08/13/2010,10:12,GNMTN,FCE,RUHU,HY,F,3.52,46.1,17.5,26.2,,,,,,,
4100-58751,08/08/2010,9:03,MCGC,TBE,BTLH,HY,M,3.2,47.9,15.3,29.0,,,,,,,
4100-58752,08/08/2010,9:10,MCGC,TBE,BTLH,HY,M,3.5,47.3,16.7,28.0,,,,,,,
4100-58753,08/13/2010,10:25,GNMTN,FCE,RUHU,AHY,F,3.45,45.1,18.0,27.6,,,,,,,
4100-58754,08/13/2010,10:45,GNMTN,FCE,RUHU,AHY,F,3.54,44.6,18.0,27.8,,,,,,,
4100-58755,08/13/2010,11:27,GNMTN,FCE,RUHU,HY,F,4.33,45.6,17.8,26.8,,,,,,80% striation,
4100-58756,08/13/2010,14:00,HOLZ,FCE,BTLH,HY,M,3.33,50.2,17.1,30.2,,,,,,,
4100-58757,08/13/2010,14:40,HOLZ,FCE,BTLH,AHY,F,3.66,50.5,19.2,31.1,,,,,,,
4100-58758,08/13/2010,15:18,HOLZ,FCE,BTLH,HY,M,4.5,48.9,17.0,28.2,,,,,,,
4100-58759,08/13/2010,15:30,HOLZ,FCE,RUHU,AHY,F,4.43,44.3,17.8,26.2,,,,,,,
4100-58760,08/13/2010,16:08,HOLZ,FCE,RUHU,AHY,F,4.8,44.6,17.1,27.5,,,,,,,
4100-58761,08/13/2010,17:58,KV1,FCE,BTLH,HY,M,3.66,49.0,18.2,29.5,,,,,,,
4100-58762,08/14/2010,6:53,MCGC,FCE,BTLH,HY,M,3.7,49.5,18.0,29.2,,,,,,,
4100-58763,08/14/2010,11:22,HPK2,FCE,BTLH,AHY,F,3.44,48.8,20.0,28.6,,,,,,,
4100-58764,08/17/2010,9:50,MP1,TBE,BTLH,HY,M,3.6,48.0,16.8,29.0,,,,,,,
4100-58765,08/17/2010,10:43,MP1,TBE,BTLH,HY,M,3.5,47.4,16.5,29.5,,,,,,,
4100-58766,08/17/2010,11:15,MP1,TBE,BTLH,HY,M,3.7,47.6,18.0,30.0,,,,,,,
4100-58767,08/17/2010,12:16,MP1,TBE,BTLH,AHY,M,4.5,48.8,16.1,32.0,,,,,,,
4100-58768,08/17/2010,12:16,MP1,FCE,BTLH,HY,M,3.69,50.6,17.0,30.8,,,,,,,
4100-58769,08/17/2010,12:55,MP1,FCE,BTLH,HY,M,3.19,49.8,17.8,30.0,,,,,,,
4100-58770,08/17/2010,13:40,MP1,TBE,BTLH,HY,M,3.7,48.2,17.7,30.0,,,,,,,
4100-58771,08/13/2010,10:55,MCGC,TBE,CAHU,AHY,F,3.1,41.0,15.6,21.0,,,,,,,
4100-58772,08/15/2010,14:40,KV1,FCE,CAHU,HY,M,3.01,42.7,14.0,20.3,,,,,,,
4100-58773,08/19/2010,6:57,MCGC,FCE,CAHU,HY,F,3,43.5,14.9,22.2,,,,,,,
4100-58774,08/15/2010,15:00,KV1,FCE,CAHU,HY,M,3.44,42.2,15.0,20.0,,,,,,,
4100-58775,08/17/2010,10:55,MP1,FCE,CAHU,HY,F,3.49,43.9,15.9,20.1,,,,,,,
4100-58776,08/13/2010,11:30,MCGC,TBE,RUHU,HY,M,3.9,42.7,17.0,28.0,,,,,,6 g.f.,
4100-58777,08/15/2010,14:55,KV1,FCE,RUHU,HY,M,4.1,41.3,16.0,27.0,,,,,,"70% striation, 1 g.f.",
4100-58778,08/19/2010,11:20,MP1,TBE,RUHU,HY,M,3.57,42.6,16.0,26.5,,,,,,"50% striation, 6 g.f.",
4100-58779,08/19/2010,12:15,MP1,FCE,RUHU,HY,M,3.34,43.2,,,,,,,,"90% striation, 5 g.f.c.",
4100-58780,08/22/2010,8:38,MCGC,FCE,RUHU,HY,M,4.3,43.8,,,,,,,,"80%+ striation, 4 g.f.",
4100-58781,08/12/2010,8:35,MCGC,FCE,RUHU,AHY,F,3.7,44.7,18.2,27.0,,,,,,,
4100-58782,08/12/2010,9:10,MCGC,FCE,RUHU,AHY,F,3.5,45.9,18.1,27.1,,,,,,,
4100-58783,08/13/2010,10:10,MCGC,TBE,RUHU,AHY,F,3.6,43.3,18.0,28.0,,,,,,,
4100-58784,08/13/2010,10:50,MCGC,TBE,RUHU,AHY,F,4.1,43.5,17.9,28.2,,,,,,,
4100-58785,08/14/2010,7:05,MCGC,TBE,BTLH,HY,M,3.7,48.4,16.7,29.0,,,,,,,
4100-58786,08/14/2010,7:55,MCGC,FCE,BTLH,HY,M,3.7,48.8,17.8,30.0,,,,,,,
4100-58787,08/15/2010,14:03,KV1,FCE,RUHU,AHY,F,3.52,43.4,16.8,26.5,,,,,,,
4100-58788,08/15/2010,14:25,KV1,FCE,BTLH,HY,M,3.66,49.1,17.8,30.0,,,,,,,
4100-58789,08/15/2010,15:15,KV1,FCE,BTLH,AHY,F,3.5,50.6,19.2,30.2,,,,,,,
4100-58790,08/16/2010,15:59,MCGC,TBE,BTLH,HY,M,4,48.4,16.6,29.0,,,,,,,
4100-58791,08/19/2010,11:50,MP1,TBE,BTLH,HY,M,3.5,47.2,17.7,28.0,,,,,,,
4100-58792,08/19/2010,12:20,MP1,TBE,BTLH,HY,M,3.54,47.9,16.8,28.8,,,,,,,
4100-58793,08/20/2010,7:50,MCGC,FCE,BTLH,HY,M,3.7,49.1,16.0,30.0,,,,,,,
4100-58796,08/23/2010,11:40,MP1,FCE,BTLH,HY,M,3.41,48.6,16.6,29.1,,,,,,,
4100-58797,08/23/2010,11:35,MP1,TBE,BTLH,HY,M,4.8,48.3,16.5,29.0,,,,,,,
4100-58798,08/23/2010,12:25,MP1,FCE,BTLH,HY,M,3.7,50.0,17.8,29.5,,,,,,,
4100-58799,08/23/2010,12:26,MP1,FCE,BTLH,HY,M,3.37,49.2,18.1,28.8,,,,,,,
4100-58800,08/23/2010,13:15,MP1,TBE,BTLH,HY,M,3.39,49.0,18.0,30.5,,,,,,,
4100-58801,08/13/2010,18:33,KV1,FCE,RUHU,HY,M,4.17,43.9,15.9,26.5,,,,,,"5 g.f.c., 80% striation",
4100-58802,08/14/2010,11:40,HPK2,FCE,RUHU,HY,M,3.3,42.5,16.1,26.6,,,,,,8 g.f.c.,
4100-58803,08/16/2010,13:57,HPK2,FCE,RUHU,HY,M,3.4,42.9,16.7,27.2,,,,,,3 g.f.c.,
4100-58805,08/17/2010,12:45,MP1,FCE,RUHU,HY,M,4.14,42.5,15.7,26.0,,,,,,"8 g.f.c.,80% striation",
4100-58806,08/23/2010,11:40,MP1,FCE,BTLH,HY,M,3.6,49.4,17.1,27.8,,,,,,,
4100-58807,08/23/2010,13:40,MP1,FCE,RUHU,HY,M,3.13,42.5,17.3,25.8,,,,,,"2 g.f., 90% striation",
4100-58808,09/04/2010,14:45,GNMTN,FCE,RUHU,HY,M,3.48,43.2,15.9,27.0,,,,,,1 g.f.c.,
4100-58809,09/12/2010,11:05,MP1,FCE,RUHU,HY,M,4.37,41.8,16.7,27.1,,,,,,"4 g.f., 70% striation",
4100-58810,09/17/2010,15:10,MP1,FCE,BTLH,HY,M,3.5,48.7,17.4,30.5,,,,,,,
4100-58811,08/16/2010,15:10,MCGC,TBE,BTLH,HY,F,3.5,48.9,16.6,30.0,,,,,,,
4100-58812,08/18/2010,11:19,GC1,FCE,BTLH,AHY,F,3.35,50.5,18.7,29.2,,,,,,,
4100-58813,08/18/2010,11:19,GC1,FCE,BTLH,AHY,F,3.6,50.0,18.9,30.6,,,,,,,
4100-58814,08/18/2010,11:56,GC1,FCE,BTLH,AHY,F,3.5,50.7,19.1,31.0,,,,,,,
4100-58815,08/18/2010,11:56,GC1,FCE,BTLH,AHY,F,3.6,48.6,18.1,30.1,,,,,,,
4100-58816,08/19/2010,6:36,MCGC,FCE,BTLH,HY,F,4.1,49.7,18.2,30.0,,,,,,,
4100-58817,08/19/2010,7:25,MCGC,TBE,BTLH,AHY,F,3.2,49.8,18.2,28.0,,,,,,,
4100-58818,08/19/2010,7:35,MCGC,FCE,BTLH,AHY,F,3.6,51.1,18.8,29.0,,,,,,,
4100-58819,08/19/2010,7:50,MCGC,FCE,BTLH,HY,F,4.1,50.7,18.0,29.9,,,,,,,
4100-58820,08/20/2010,8:15,MCGC,FCE,BTLH,AHY,F,4.4,50.3,18.5,30.0,,,,,,,
4100-58821,08/19/2010,11:50,MP1,FCE,BTLH,HY,F,3.38,49.0,18.2,30.0,,,,,,,
4100-58822,08/19/2010,11:50,MP1,TBE,BTLH,AHY,F,4.31,47.6,18.2,30.0,,,,,,,
4100-58823,08/19/2010,11:50,MP1,FCE,BTLH,AHY,F,3.48,51.2,18.2,32.0,,,,,,,
4100-58824,08/19/2010,12:20,MP1,FCE,BTLH,AHY,F,3.37,49.8,19.5,,,,,,,spider web under band,500096838
4100-58825,08/19/2010,12:20,MP1,TBE,BTLH,AHY,F,3.49,49.8,19.4,32.0,,,,,,,
4100-58826,08/19/2010,12:20,MP1,FCE,BTLH,AHY,F,3.35,51.3,19.0,28.8,,,,,,,
4100-58827,08/19/2010,12:55,MP1,FCE,BTLH,AHY,F,4.41,50.6,19.0,29.8,,,,,,,
4100-58828,08/19/2010,12:55,MP1,TBE,BTLH,AHY,F,3.2,48.0,16.1,32.2,,,,,,,
4100-58829,08/19/2010,13:10,MP1,FCE,BTLH,AHY,F,4.31,51.2,19.1,30.3,,,,,,,
