"band","band_status","year","sex","recap_num","obsdate","site","band_year","band_age","band_site","breeding","month","day","location"
"3100-42127","R",2010,"F","r01",2010-06-28,"MP1",2009,"AHY","MP1",NA,6,28,"east"
"3100-42128","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42129","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42130","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42131","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42132","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42133","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42134","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42135","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42136","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42137","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42137","R",2012,"M","r01",2012-05-26,"MP1",2009,"AHY","MP1",NA,5,26,"east"
"3100-42138","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42140","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42141","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42142","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42144","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42146","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42146","R",2010,"M","r01",2010-07-01,"HOLZ",2009,"AHY","HOLZ",NA,7,1,"west"
"3100-42147","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42148","1",2009,"M","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42149","1",2009,"M","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42150","1",2009,"M","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42151","1",2009,"F","r00",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42152","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42153","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42154","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42154","R",2011,"F","r01",2011-06-30,"KV1",2009,"AHY","KV1",NA,6,30,"west"
"3100-42155","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42155","R",2010,"F","r01",2010-06-03,"KV1",2009,"AHY","KV1","E7",6,3,"west"
"3100-42155","R",2010,"F","r02",2010-06-18,"KV1",2009,"AHY","KV1",NA,6,18,"west"
"3100-42156","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42157","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42157","R",2010,"F","r01",2010-06-03,"KV1",2009,"AHY","KV1","E7",6,3,"west"
"3100-42157","R",2011,"F","r01",2011-06-30,"KV1",2009,"AHY","KV1",NA,6,30,"west"
"3100-42158","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1","E7",7,11,"west"
"3100-42159","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42160","1",2008,"F","r00",2008-06-21,"KV1",2008,"AHY","KV1",NA,6,21,"west"
"3100-42160","R",2008,"F","r01",2008-06-28,"KV1",2008,"AHY","KV1","E6",6,28,"west"
"3100-42160","R",2009,"F","r01",2009-07-11,"KV1",2008,"AHY","KV1",NA,7,11,"west"
"3100-42160","R",2009,"F","r01",2009-07-11,"KV1",2008,"AHY","KV1",NA,7,11,"west"
"3100-42160","R",2010,"F","r01",2010-08-06,"KV1",2008,"AHY","KV1",NA,8,6,"west"
"3100-42160","R",2011,"F","r01",2011-06-30,"KV1",2008,"AHY","KV1",NA,6,30,"west"
"3100-42161","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42162","1",2009,"M","r00",2009-07-10,"MP1",2009,"AHY","MP1",NA,7,10,"east"
"3100-42163","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42164","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42164","R",2010,"F","r01",2010-06-18,"KV1",2009,"AHY","KV1",NA,6,18,"west"
"3100-42164","R",2011,"F","r01",2011-07-24,"KV1",2009,"AHY","KV1",NA,7,24,"west"
"3100-42164","R",2012,"F","r01",2012-05-27,"KV1",2009,"AHY","KV1","E6",5,27,"west"
"3100-42164","R",2012,"F","r01",2012-07-27,"KV1",2009,"AHY","KV1",NA,7,27,"west"
"3100-42165","1",2009,"F","r00",2009-07-11,"KV1",2009,"AHY","KV1",NA,7,11,"west"
"3100-42165","R",2010,"F","r01",2010-07-25,"KV1",2009,"AHY","KV1",NA,7,25,"west"
"3100-42166","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42166","R",2009,"F","r01",2009-08-12,"GNMTN",2009,"AHY","GNMTN",NA,8,12,"west"
"3100-42166","R",2010,"F","r01",2010-07-25,"GNMTN",2009,"AHY","GNMTN",NA,7,25,"west"
"3100-42167","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42168","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42169","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42170","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42170","R",2010,"F","r01",2010-08-01,"GNMTN",2009,"AHY","GNMTN",NA,8,1,"west"
"3100-42171","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42172","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42173","1",2008,"F","r00",2008-08-07,"MCGC",2008,"AHY","MCGC",NA,8,7,"east"
"3100-42173","R",2009,"F","r01",2009-06-19,"MCGC",2008,"AHY","MCGC",NA,6,19,"east"
"3100-42173","R",2009,"F","r02",2009-07-15,"MCGC",2008,"AHY","MCGC",NA,7,15,"east"
"3100-42173","R",2009,"F","r01",2009-07-15,"MCGC",2008,"AHY","MCGC",NA,7,15,"east"
"3100-42173","R",2010,"F","r01",2010-05-21,"MCGC",2008,"AHY","MCGC",NA,5,21,"east"
"3100-42174","1",2009,"F","r00",2009-07-15,"MP1",2009,"AHY","MP1",NA,7,15,"east"
"3100-42175","1",2009,"F","r00",2009-07-15,"MP1",2009,"AHY","MP1",NA,7,15,"east"
"3100-42181","1",2009,"F","r00",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42182","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42183","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42183","R",2009,"F","r01",2009-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42183","R",2009,"F","r02",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42184","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42185","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42185","R",2009,"F","r01",2009-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42186","1",2009,"F","r00",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42186","R",2010,"F","r01",2010-05-25,"MCGC",2009,"AHY","MCGC","E7",5,25,"east"
"3100-42187","1",2009,"F","r00",2009-07-14,"MCGC",2009,"AHY","MCGC",NA,7,14,"east"
"3100-42187","R",2009,"F","r01",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42187","R",2009,"F","r02",2009-07-27,"MCGC",2009,"AHY","MCGC",NA,7,27,"east"
"3100-42187","R",2009,"F","r03",2009-08-11,"MCGC",2009,"AHY","MCGC",NA,8,11,"east"
"3100-42188","1",2009,"F","r00",2009-07-14,"MCGC",2009,"AHY","MCGC",NA,7,14,"east"
"3100-42188","R",2009,"F","r01",2009-07-23,"MCGC",2009,"AHY","MCGC",NA,7,23,"east"
"3100-42188","R",2010,"F","r01",2010-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-42188","R",2010,"F","r02",2010-06-17,"MCGC",2009,"AHY","MCGC",NA,6,17,"east"
"3100-42188","R",2010,"F","r03",2010-06-24,"MCGC",2009,"AHY","MCGC",NA,6,24,"east"
"3100-42188","R",2011,"F","r01",2011-06-20,"MCGC",2009,"AHY","MCGC",NA,6,20,"east"
"3100-42188","R",2012,"F","r01",2012-05-22,"MCGC",2009,"AHY","MCGC",NA,5,22,"east"
"3100-42188","R",2012,"F","r01",2012-05-26,"MCGC",2009,"AHY","MCGC",NA,5,26,"east"
"3100-42188","R",2012,"F","r01",2012-05-31,"MCGC",2009,"AHY","MCGC",NA,5,31,"east"
"3100-42189","1",2009,"F","r00",2009-07-14,"MCGC",2009,"AHY","MCGC",NA,7,14,"east"
"3100-42190","1",2009,"F","r00",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42190","R",2009,"F","r01",2009-07-24,"MCGC",2009,"AHY","MCGC",NA,7,24,"east"
"3100-42190","R",2009,"F","r02",2009-08-06,"MCGC",2009,"AHY","MCGC",NA,8,6,"east"
"3100-42190","R",2009,"F","r03",2009-08-11,"MCGC",2009,"AHY","MCGC",NA,8,11,"east"
"3100-42190","R",2009,"F","r04",2009-08-16,"MCGC",2009,"AHY","MCGC",NA,8,16,"east"
"3100-42190","R",2009,"F","r05",2009-08-18,"MCGC",2009,"AHY","MCGC",NA,8,18,"east"
"3100-42190","R",2009,"F","r06",2009-08-22,"MCGC",2009,"AHY","MCGC",NA,8,22,"east"
"3100-42190","R",2009,"F","r07",2009-08-27,"MCGC",2009,"AHY","MCGC",NA,8,27,"east"
"3100-42190","R",2009,"F","r08",2009-09-01,"MCGC",2009,"AHY","MCGC",NA,9,1,"east"
"3100-42190","R",2010,"F","r01",2010-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42190","R",2010,"F","r02",2010-07-22,"MCGC",2009,"AHY","MCGC",NA,7,22,"east"
"3100-42190","R",2010,"F","r03",2010-07-26,"MCGC",2009,"AHY","MCGC",NA,7,26,"east"
"3100-42190","R",2010,"F","r04",2010-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42190","R",2010,"F","r05",2010-08-10,"MCGC",2009,"AHY","MCGC",NA,8,10,"east"
"3100-42190","R",2010,"F","r06",2010-08-13,"MCGC",2009,"AHY","MCGC",NA,8,13,"east"
"3100-42190","R",2010,"F","r07",2010-08-16,"MCGC",2009,"AHY","MCGC",NA,8,16,"east"
"3100-42190","R",2011,"F","r01",2011-05-27,"MCGC",2009,"AHY","MCGC",NA,5,27,"east"
"3100-42190","R",2011,"F","r02",2011-06-16,"MCGC",2009,"AHY","MCGC",NA,6,16,"east"
"3100-42190","R",2011,"F","r03",2011-06-19,"MCGC",2009,"AHY","MCGC",NA,6,19,"east"
"3100-42190","R",2011,"F","r04",2011-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42190","R",2011,"F","r05",2011-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42190","R",2011,"F","r06",2011-07-21,"MCGC",2009,"AHY","MCGC",NA,7,21,"east"
"3100-42190","R",2011,"F","r07",2011-07-22,"MCGC",2009,"AHY","MCGC",NA,7,22,"east"
"3100-42190","R",2011,"F","r08",2011-07-23,"MCGC",2009,"AHY","MCGC",NA,7,23,"east"
"3100-42191","1",2009,"F","r00",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42192","1",2009,"F","r00",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42192","R",2009,"F","r01",2009-07-27,"MCGC",2009,"AHY","MCGC",NA,7,27,"east"
"3100-42192","R",2010,"F","r01",2010-06-17,"MCGC",2009,"AHY","MCGC",NA,6,17,"east"
"3100-42192","R",2010,"F","r02",2010-06-19,"MCGC",2009,"AHY","MCGC",NA,6,19,"east"
"3100-42192","R",2010,"F","r03",2010-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42192","R",2011,"F","r01",2011-07-16,"MCGC",2009,"AHY","MCGC",NA,7,16,"east"
"3100-42192","R",2011,"F","r02",2011-08-02,"MCGC",2009,"AHY","MCGC",NA,8,2,"east"
"3100-42192","R",2011,"F","r03",2011-08-22,"CC3",2009,"AHY","MCGC",NA,8,22,"east"
"3100-42192","R",2011,"F","r04",2011-08-27,"MCGC",2009,"AHY","MCGC",NA,8,27,"east"
"3100-42192","R",2012,"F","r01",2012-05-29,"MCGC",2009,"AHY","MCGC",NA,5,29,"east"
"3100-42192","R",2012,"F","r01",2012-06-18,"MCGC",2009,"AHY","MCGC",NA,6,18,"east"
"3100-42193","1",2009,"F","r00",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42193","R",2009,"F","r01",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42193","R",2009,"F","r02",2009-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42194","1",2009,"F","r00",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42194","R",2009,"F","r01",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42194","R",2010,"F","r01",2010-05-29,"MCGC",2009,"AHY","MCGC",NA,5,29,"east"
"3100-42194","R",2010,"F","r02",2010-06-01,"MCGC",2009,"AHY","MCGC",NA,6,1,"east"
"3100-42194","R",2010,"F","r03",2010-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-42194","R",2010,"F","r04",2010-06-17,"MCGC",2009,"AHY","MCGC",NA,6,17,"east"
"3100-42194","R",2010,"F","r05",2010-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42195","1",2009,"F","r00",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42195","R",2010,"F","r01",2010-05-26,"MCGC",2009,"AHY","MCGC","E6",5,26,"east"
"3100-42195","R",2010,"F","r02",2010-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-42195","R",2010,"F","r03",2010-06-12,"MCGC",2009,"AHY","MCGC","E6",6,12,"east"
"3100-42195","R",2010,"F","r04",2010-06-24,"MCGC",2009,"AHY","MCGC",NA,6,24,"east"
"3100-42195","R",2011,"F","r01",2011-05-25,"MCGC",2009,"AHY","MCGC",NA,5,25,"east"
"3100-42195","R",2011,"F","r02",2011-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42195","R",2011,"F","r03",2011-07-04,"MCGC",2009,"AHY","MCGC",NA,7,4,"east"
"3100-42195","R",2012,"F","r01",2012-05-14,"MCGC",2009,"AHY","MCGC",NA,5,14,"east"
"3100-42195","R",2012,"F","r01",2012-05-26,"MCGC",2009,"AHY","MCGC",NA,5,26,"east"
"3100-42195","R",2012,"F","r01",2012-05-29,"MCGC",2009,"AHY","MCGC",NA,5,29,"east"
"3100-42195","R",2012,"F","r01",2012-05-31,"MCGC",2009,"AHY","MCGC",NA,5,31,"east"
"3100-42195","R",2012,"F","r01",2012-05-31,"MCGC",2009,"AHY","MCGC","E6",5,31,"east"
"3100-42195","R",2012,"F","r01",2012-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-42201","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1","E6",6,19,"east"
"3100-42202","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1",NA,6,19,"east"
"3100-42203","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1",NA,6,19,"east"
"3100-42204","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1","E6",6,19,"east"
"3100-42204","R",2010,"F","r01",2010-08-19,"MP1",2009,"AHY","MP1",NA,8,19,"east"
"3100-42205","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1",NA,6,19,"east"
"3100-42206","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1","E7",6,19,"east"
"3100-42206","R",2010,"F","r01",2010-06-02,"MP1",2009,"AHY","MP1","E7",6,2,"east"
"3100-42207","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1","E6",6,19,"east"
"3100-42208","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1",NA,6,19,"east"
"3100-42209","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1","E6",6,19,"east"
"3100-42210","1",2009,"F","r00",2009-06-19,"MP1",2009,"AHY","MP1",NA,6,19,"east"
"3100-42211","1",2009,"F","r00",2009-06-19,"MCGC",2009,"AHY","MCGC","E6",6,19,"east"
"3100-42211","R",2009,"F","r01",2009-06-27,"CC3",2009,"AHY","MCGC","E6",6,27,"east"
"3100-42211","R",2010,"F","r01",2010-05-21,"MCGC",2009,"AHY","MCGC","E8",5,21,"east"
"3100-42211","R",2010,"F","r02",2010-06-19,"MCGC",2009,"AHY","MCGC","E6",6,19,"east"
"3100-42211","R",2010,"F","r03",2010-07-30,"MCGC",2009,"AHY","MCGC",NA,7,30,"east"
"3100-42212","1",2009,"F","r00",2009-06-19,"MCGC",2009,"AHY","MCGC",NA,6,19,"east"
"3100-42213","1",2009,"F","r00",2009-06-19,"MCGC",2009,"AHY","MCGC",NA,6,19,"east"
"3100-42213","R",2009,"F","r01",2009-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42213","R",2009,"F","r02",2009-07-03,"MCGC",2009,"AHY","MCGC","E6",7,3,"east"
"3100-42213","R",2009,"F","r03",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42214","1",2009,"F","r00",2009-06-19,"MCGC",2009,"AHY","MCGC","E6",6,19,"east"
"3100-42214","R",2009,"F","r01",2009-06-26,"MCGC",2009,"AHY","MCGC","E8",6,26,"east"
"3100-42214","R",2009,"F","r02",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42214","R",2010,"F","r01",2010-05-29,"MCGC",2009,"AHY","MCGC",NA,5,29,"east"
"3100-42214","R",2010,"F","r02",2010-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42214","R",2010,"F","r03",2010-07-22,"MCGC",2009,"AHY","MCGC",NA,7,22,"east"
"3100-42214","R",2010,"F","r04",2010-08-10,"MCGC",2009,"AHY","MCGC",NA,8,10,"east"
"3100-42214","R",2010,"F","r05",2010-08-13,"MCGC",2009,"AHY","MCGC",NA,8,13,"east"
"3100-42214","R",2011,"F","r01",2011-06-23,"MCGC",2009,"AHY","MCGC","E6",6,23,"east"
"3100-42214","R",2011,"F","r02",2011-06-24,"MCGC",2009,"AHY","MCGC",NA,6,24,"east"
"3100-42214","R",2011,"F","r03",2011-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42214","R",2011,"F","r04",2011-07-30,"MCGC",2009,"AHY","MCGC",NA,7,30,"east"
"3100-42214","R",2011,"F","r05",2011-08-01,"MCGC",2009,"AHY","MCGC",NA,8,1,"east"
"3100-42214","R",2012,"F","r01",2012-05-29,"MCGC",2009,"AHY","MCGC",NA,5,29,"east"
"3100-42214","R",2012,"F","r01",2012-06-12,"MCGC",2009,"AHY","MCGC",NA,6,12,"east"
"3100-42214","R",2012,"F","r01",2012-08-03,"MCGC",2009,"AHY","MCGC",NA,8,3,"east"
"3100-42215","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC",NA,6,20,"east"
"3100-42215","R",2009,"F","r01",2009-06-23,"MCGC",2009,"AHY","MCGC",NA,6,23,"east"
"3100-42215","R",2009,"F","r02",2009-06-25,"MCGC",2009,"AHY","MCGC","E6",6,25,"east"
"3100-42215","R",2009,"F","r03",2009-07-06,"MCGC",2009,"AHY","MCGC","E6",7,6,"east"
"3100-42215","R",2009,"F","r04",2009-07-17,"MCGC",2009,"AHY","MCGC",NA,7,17,"east"
"3100-42215","R",2009,"F","r05",2009-07-18,"MCGC",2009,"AHY","MCGC",NA,7,18,"east"
"3100-42216","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC","E8",6,20,"east"
"3100-42216","R",2009,"F","r01",2009-07-24,"MCGC",2009,"AHY","MCGC",NA,7,24,"east"
"3100-42217","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC","E6",6,20,"east"
"3100-42217","R",2009,"F","r01",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42217","R",2009,"F","r02",2009-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42218","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC","E7",6,20,"east"
"3100-42218","R",2009,"F","r01",2009-07-28,"MCGC",2009,"AHY","MCGC",NA,7,28,"east"
"3100-42219","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC","E6",6,20,"east"
"3100-42219","R",2009,"F","r01",2009-06-23,"MCGC",2009,"AHY","MCGC","E8",6,23,"east"
"3100-42219","R",2009,"F","r02",2009-06-26,"MCGC",2009,"AHY","MCGC","E6",6,26,"east"
"3100-42219","R",2009,"F","r03",2009-07-20,"MCGC",2009,"AHY","MCGC",NA,7,20,"east"
"3100-42219","R",2012,"F","r01",2012-06-08,"MCGC",2009,"AHY","MCGC","E6",6,8,"east"
"3100-42220","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC",NA,6,20,"east"
"3100-42220","R",2009,"F","r01",2009-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42220","R",2009,"F","r02",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42220","R",2009,"F","r03",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42220","R",2009,"F","r04",2009-07-12,"MCGC",2009,"AHY","MCGC",NA,7,12,"east"
"3100-42220","R",2010,"F","r01",2010-05-25,"MCGC",2009,"AHY","MCGC","E7",5,25,"east"
"3100-42220","R",2010,"F","r02",2010-06-26,"MCGC",2009,"AHY","MCGC",NA,6,26,"east"
"3100-42220","R",2010,"F","r03",2010-07-06,"MCGC",2009,"AHY","MCGC",NA,7,6,"east"
"3100-42220","R",2010,"F","r04",2010-07-15,"MCGC",2009,"AHY","MCGC",NA,7,15,"east"
"3100-42220","R",2011,"F","r01",2011-06-13,"MCGC",2009,"AHY","MCGC",NA,6,13,"east"
"3100-42220","R",2011,"F","r02",2011-06-20,"MCGC",2009,"AHY","MCGC",NA,6,20,"east"
"3100-42220","R",2011,"F","r03",2011-06-24,"MCGC",2009,"AHY","MCGC",NA,6,24,"east"
"3100-42221","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC","E6",6,20,"east"
"3100-42221","R",2009,"F","r01",2009-07-01,"MCGC",2009,"AHY","MCGC",NA,7,1,"east"
"3100-42221","R",2009,"F","r02",2009-07-09,"MCGC",2009,"AHY","MCGC",NA,7,9,"east"
"3100-42221","R",2009,"F","r03",2009-07-10,"MCGC",2009,"AHY","MCGC",NA,7,10,"east"
"3100-42222","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC",NA,6,20,"east"
"3100-42222","R",2009,"F","r01",2009-08-18,"CC3",2009,"AHY","MCGC",NA,8,18,"east"
"3100-42223","1",2009,"F","r00",2009-06-20,"MCGC",2009,"AHY","MCGC","E7",6,20,"east"
"3100-42224","1",2009,"F","r00",2009-06-21,"HOLZ",2009,"AHY","HOLZ","E6",6,21,"west"
"3100-42224","R",2009,"F","r01",2009-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42224","R",2009,"F","r02",2009-07-16,"HOLZ",2009,"AHY","HOLZ",NA,7,16,"west"
"3100-42224","R",2009,"F","r03",2009-07-26,"HOLZ",2009,"AHY","HOLZ",NA,7,26,"west"
"3100-42224","R",2009,"F","r04",2009-08-12,"HOLZ",2009,"AHY","HOLZ",NA,8,12,"west"
"3100-42224","R",2009,"F","r05",2009-08-17,"HOLZ",2009,"AHY","HOLZ",NA,8,17,"west"
"3100-42225","1",2009,"F","r00",2009-06-21,"HOLZ",2009,"AHY","HOLZ",NA,6,21,"west"
"3100-42225","R",2009,"F","r01",2009-08-05,"HOLZ",2009,"AHY","HOLZ",NA,8,5,"west"
"3100-42225","R",2010,"F","r01",2010-07-11,"HOLZ",2009,"AHY","HOLZ",NA,7,11,"west"
"3100-42225","R",2012,"F","r01",2012-05-27,"HOLZ",2009,"AHY","HOLZ","E6",5,27,"west"
"3100-42225","R",2012,"F","r01",2012-06-01,"HOLZ",2009,"AHY","HOLZ",NA,6,1,"west"
"3100-42225","R",2012,"F","r01",2012-06-07,"HOLZ",2009,"AHY","HOLZ","E6",6,7,"west"
"3100-42225","R",2012,"F","r01",2012-07-13,"HOLZ",2009,"AHY","HOLZ",NA,7,13,"west"
"3100-42225","R",2012,"F","r01",2012-08-16,"HOLZ",2009,"AHY","HOLZ",NA,8,16,"west"
"3100-42226","1",2009,"F","r00",2009-06-21,"GNMTN",2009,"AHY","GNMTN","E8",6,21,"west"
"3100-42227","1",2009,"F","r00",2009-06-21,"GNMTN",2009,"AHY","GNMTN","E9",6,21,"west"
"3100-42227","R",2009,"F","r01",2009-07-11,"GNMTN",2009,"AHY","GNMTN",NA,7,11,"west"
"3100-42227","R",2009,"F","r02",2009-08-05,"GNMTN",2009,"AHY","GNMTN",NA,8,5,"west"
"3100-42227","R",2012,"F","r01",2012-05-27,"GNMTN",2009,"AHY","GNMTN","E9",5,27,"west"
"3100-42228","1",2009,"F","r00",2009-06-21,"GNMTN",2009,"AHY","GNMTN","E7",6,21,"west"
"3100-42228","R",2009,"F","r01",2009-06-28,"GNMTN",2009,"AHY","GNMTN","E7",6,28,"west"
"3100-42228","R",2009,"F","r02",2009-08-12,"GNMTN",2009,"AHY","GNMTN",NA,8,12,"west"
"3100-42228","R",2011,"F","r01",2011-06-26,"GNMTN",2009,"AHY","GNMTN",NA,6,26,"west"
"3100-42229","1",2009,"F","r00",2009-06-21,"GNMTN",2009,"AHY","GNMTN","E7",6,21,"west"
"3100-42230","1",2009,"F","r00",2009-06-23,"MCGC",2009,"AHY","MCGC",NA,6,23,"east"
