"","UBI_band","band_status","year","fixed_sex","site"
"4143","4100-58509","R",2011,"F","MP1"
"4144","4100-58516","R",2011,"F","GNMTN"
"4145","4100-58517","R",2011,"F","GNMTN"
"4146","4100-58519","R",2011,"F","MP1"
"4147","4100-58523","R",2011,"F","MP1"
"4148","4100-58572","R",2011,"F","MCGC"
"4149","4100-58577","R",2011,"F","MCGC"
"4150","4100-58582","R",2011,"F","MCGC"
"4151","4100-58585","R",2011,"F","MCGC"
"4152","4100-58599","R",2011,"F","GNMTN"
"4153","4100-58601","R",2011,"F","MCGC"
"4154","4100-58603","R",2011,"F","MCGC"
"4155","4100-58608","R",2011,"F","MCGC"
"4156","4100-58612","R",2011,"F","KV1"
"4157","4100-58614","R",2011,"F","KV1"
"4158","4100-58616","R",2011,"F","KV1"
"4159","4100-58618","R",2011,"F","MP1"
"4160","4100-58620","R",2011,"F","MP1"
"4161","4100-58634","R",2011,"F","MCGC"
"4162","4100-58654","R",2011,"F","MCGC"
"4163","4100-58684","R",2011,"F","MCGC"
"4164","4100-58687","R",2011,"F","MCGC"
"4165","4100-58694","R",2011,"F","KV1"
"4166","4100-58697","R",2011,"F","KV1"
"4167","4100-58698","R",2011,"F","KV1"
"4168","4100-58700","R",2011,"F","KV1"
"4169","4100-58719","R",2011,"F","GNMTN"
"4170","4100-58723","R",2011,"F","HOLZ"
"4171","4100-58724","R",2011,"F","HOLZ"
"4172","4100-58731","R",2011,"F","KV1"
"4173","4100-58740","R",2011,"F","HPK2"
"4174","4100-58764","R",2011,"M","MP1"
"4175","4100-58819","R",2011,"F","MCGC"
"4176","4100-58821","R",2011,"F","MP1"
"4177","4100-58828","R",2011,"F","MP1"
"4178","4100-58832","R",2011,"F","MP1"
"4179","4100-58833","R",2011,"F","MP1"
"4180","4100-58834","R",2011,"F","MP1"
"4181","4100-58846","R",2011,"F","KV1"
"4182","4100-58847","R",2011,"F","KV1"
"4183","4100-58859","R",2011,"F","MP1"
"4184","4100-58865","R",2011,"F","CC3"
"4185","4100-58866","R",2011,"F","MCGC"
"4186","4100-58885","R",2011,"F","MP1"
"4187","4100-58917","R",2011,"F","MP1"
"4188","4100-58926","R",2011,"M","MP1"
"4189","4100-58927","R",2011,"M","MP1"
"4190","4100-58934","R",2011,"F","HOLZ"
"4191","4100-58937","R",2011,"F","HOLZ"
"4192","4100-58941","R",2011,"F","KV1"
"4193","4100-58942","R",2011,"F","KV1"
"4194","4100-58977","R",2011,"F","HPK2"
"4195","4100-08490","R",2011,"F","MP1"
"4196","4100-08652","R",2011,"F","MP1"
"4197","4100-58641","R",2011,"F","MP1"
"4198","4100-58644","R",2011,"F","MCGC"
"4199","4100-59009","R",2011,"M","MCGC"
"4200","4100-59023","R",2011,"M","MP1"
"4201","4100-59027","R",2011,"M","HPK2"
"4202","4100-59030","R",2011,"F","CC3"
"4203","4100-59032","R",2011,"F","MP1"
"4204","4100-59035","R",2011,"F","MCGC"
"4205","4100-59037","R",2011,"F","MP1"
"4206","4100-59038","R",2011,"F","MP1"
"4207","4100-59039","R",2011,"F","MP1"
"4208","4100-59040","R",2011,"F","MP1"
"4209","4100-59044","R",2011,"F","HPK2"
"4210","4100-59045","R",2011,"F","HPK2"
"4211","4100-59048","R",2011,"F","HPK2"
"4212","4100-59050","R",2011,"F","HPK2"
"4213","4100-59061","R",2011,"F","MP1"
"4214","4100-59067","R",2011,"M","MCGC"
"4215","4100-59080","R",2011,"F","MCGC"
"4216","4100-59103","R",2011,"F","MP1"
"4217","4100-59104","R",2011,"F","MP1"
"4218","4100-59105","R",2011,"F","MP1"
"4219","4100-59106","R",2011,"F","MCGC"
"4220","4100-59108","R",2011,"F","MP1"
"4221","4100-59109","R",2011,"F","MP1"
"4222","4100-59110","R",2011,"F","MP1"
"4223","4100-59112","R",2011,"F","MP1"
"4224","4100-59117","R",2011,"F","MP1"
"4225","4100-59118","R",2011,"F","MCGC"
"4226","4100-59120","R",2011,"F","MCGC"
"4227","4100-59122","R",2011,"F","MP1"
"4228","4100-59127","R",2011,"F","MP1"
"4229","4100-59129","R",2011,"F","MP1"
"4230","4100-59133","R",2011,"F","MCGC"
"4231","4100-59143","R",2011,"F","MP1"
"4232","4100-59144","R",2011,"F","MP1"
"4233","4100-59149","R",2011,"F","MP1"
"4234","4100-59154","R",2011,"F","HPK2"
"4235","4100-59163","R",2011,"F","MCGC"
"4236","4100-59165","R",2011,"F","MCGC"
"4237","4100-59166","R",2011,"F","MCGC"
"4238","4100-59169","R",2011,"F","MCGC"
"4239","4100-59170","R",2011,"F","MCGC"
"4240","4100-59173","R",2011,"F","MP1"
"4241","4100-59175","R",2011,"F","MP1"
"4242","4100-59177","R",2011,"F","MP1"
"4243","4100-59181","R",2011,"F","MP1"
"4244","4100-59189","R",2011,"F","MP1"
"4245","4100-59192","R",2011,"F","MP1"
"4246","4100-59193","R",2011,"F","MP1"
"4247","4100-59196","R",2011,"F","MCGC"
"4248","4100-59197","R",2011,"F","MCGC"
"4249","4100-59198","R",2011,"F","MCGC"
"4250","4100-59199","R",2011,"F","MCGC"
"4251","4100-59200","R",2011,"F","MCGC"
"4252","4100-59201","R",2011,"M","MCGC"
"4253","4100-59202","R",2011,"M","MCGC"
"4254","4100-59203","R",2011,"M","MCGC"
"4255","4100-59205","R",2011,"M","MCGC"
"4256","4100-59206","R",2011,"M","MCGC"
"4257","4100-59208","R",2011,"M","HOLZ"
"4258","4100-59209","R",2011,"M","HOLZ"
"4259","4100-59212","R",2011,"M","GNMTN"
"4260","4100-59214","R",2011,"M","MP1"
"4261","4100-59216","R",2011,"M","MCGC"
"4262","4100-59225","R",2011,"M","MCGC"
"4263","4100-59231","R",2011,"M","HPK2"
"4264","4100-59238","R",2011,"M","MCGC"
"4265","4100-59239","R",2011,"M","MCGC"
"4266","4100-59242","R",2011,"M","MCGC"
"4267","4100-59243","R",2011,"M","MCGC"
"4268","4100-59244","R",2011,"M","MP1"
"4269","4100-59250","R",2011,"M","MCGC"
"4270","4100-59252","R",2011,"M","MCGC"
"4271","4100-59253","R",2011,"M","MCGC"
"4272","4100-59254","R",2011,"M","KV1"
"4273","4100-59255","R",2011,"M","GNMTN"
"4274","4100-59258","R",2011,"M","MCGC"
"4275","4100-59259","R",2011,"M","MCGC"
"4276","4100-59261","R",2011,"M","MCGC"
"4277","4100-59301","R",2011,"F","MCGC"
"4278","4100-59302","R",2011,"F","MCGC"
"4279","4100-59303","R",2011,"F","MCGC"
"4280","4100-59304","R",2011,"F","MCGC"
"4281","4100-59306","R",2011,"F","MCGC"
"4282","4100-59307","R",2011,"F","MCGC"
"4283","4100-59308","R",2011,"F","MCGC"
"4284","4100-59309","R",2011,"F","MCGC"
"4285","4100-59311","R",2011,"F","GNMTN"
"4286","4100-59312","R",2011,"F","GNMTN"
"4287","4100-59314","R",2011,"F","GNMTN"
"4288","4100-59315","R",2011,"F","GNMTN"
"4289","4100-59316","R",2011,"F","GNMTN"
"4290","4100-59320","R",2011,"F","KV1"
"4291","4100-59322","R",2011,"F","KV1"
"4292","4100-59323","R",2011,"F","KV1"
"4293","4100-59324","R",2011,"F","KV1"
"4294","4100-59325","R",2011,"F","KV1"
"4295","4100-59326","R",2011,"F","MCGC"
"4296","4100-59327","R",2011,"F","MCGC"
"4297","4100-59329","R",2011,"F","MCGC"
"4298","4100-59334","R",2011,"F","MP1"
"4299","4100-59340","R",2011,"F","MCGC"
"4300","4100-59341","R",2011,"F","KV1"
"4301","4100-59345","R",2011,"F","MP1"
"4302","4100-59346","R",2011,"F","KV1"
"4303","4100-59351","R",2011,"F","MCGC"
"4304","4100-59352","R",2011,"F","MCGC"
"4305","4100-59356","R",2011,"F","CC3"
"4306","4100-59357","R",2011,"F","CC3"
"4307","4100-59364","R",2011,"F","MP1"
"4308","4100-59377","R",2011,"F","MP1"
"4309","4100-59382","R",2011,"F","MP1"
"4310","4100-59383","R",2011,"F","MP1"
"4311","4100-59386","R",2011,"F","GNMTN"
"4312","4100-59390","R",2011,"F","GNMTN"
"4313","4100-59395","R",2011,"F","KV1"
"4314","4100-59396","R",2011,"F","KV1"
"4315","4100-59400","R",2011,"F","MCGC"
"4316","4100-59413","R",2011,"F","MCGC"
"4317","4100-59414","R",2011,"F","MCGC"
"4318","4100-59420","R",2011,"F","KV1"
"4319","4100-59425","R",2011,"F","GNMTN"
"4320","4100-59427","R",2011,"F","GNMTN"
"4321","4100-59430","R",2011,"F","GNMTN"
"4322","4100-59435","R",2011,"F","MCGC"
"4323","4100-59436","R",2011,"F","MCGC"
"4324","4100-59438","R",2011,"F","MCGC"
"4325","4100-59439","R",2011,"F","MCGC"
"4326","4100-59444","R",2011,"F","HPK2"
"4327","4100-59445","R",2011,"F","HPK2"
"4328","4100-59460","R",2011,"F","MCGC"
"4329","4100-59462","R",2011,"F","MP1"
"4330","4100-59464","R",2011,"F","MP1"
"4331","4100-59466","R",2011,"F","MP1"
"4332","4100-59471","R",2011,"F","MCGC"
"4333","4100-59480","R",2011,"F","MP1"
"4334","4100-59482","R",2011,"F","MP1"
"4335","4100-59484","R",2011,"F","GNMTN"
"4336","4100-59490","R",2011,"F","KV1"
"4337","4100-59501","R",2011,"F","KV1"
"4338","4100-59502","R",2011,"F","KV1"
"4339","4100-59504","R",2011,"F","MCGC"
"4340","4100-59518","R",2011,"F","MP1"
"4341","4100-59519","R",2011,"F","MP1"
"4342","4100-59520","R",2011,"F","MP1"
"4343","4100-59524","R",2011,"F","MCGC"
"4344","4100-59525","R",2011,"F","MCGC"
"4345","4100-59527","R",2011,"F","MCGC"
"4346","4100-59530","R",2011,"F","MCGC"
"4347","4100-59531","R",2011,"F","MCGC"
"4348","4100-59532","R",2011,"F","MCGC"
"4349","4100-59533","R",2011,"F","MCGC"
"4350","4100-59534","R",2011,"F","MCGC"
"4351","4100-59541","R",2011,"F","GNMTN"
"4352","4100-59546","R",2011,"F","KV1"
"4353","4100-59547","R",2011,"F","KV1"
"4354","4100-59548","R",2011,"F","KV1"
"4355","4100-59556","R",2011,"F","HPK2"
"4356","4100-59559","R",2011,"F","MCGC"
"4357","4100-59560","R",2011,"F","MCGC"
"4358","4100-59566","R",2011,"F","MCGC"
"4359","4100-59567","R",2011,"F","MCGC"
"4360","4100-59573","R",2011,"F","MCGC"
"4361","4100-59574","R",2011,"F","MCGC"
"4362","4100-59576","R",2011,"F","MCGC"
"4363","4100-59581","R",2011,"F","MP1"
"4364","4100-59582","R",2011,"F","MP1"
"4365","4100-59584","R",2011,"F","MCGC"
"4366","4100-59585","R",2011,"F","MCGC"
"4367","4100-59588","R",2011,"F","KV1"
"4368","4100-59604","R",2011,"F","MCGC"
"4369","4100-59607","R",2011,"F","MCGC"
"4370","4100-59611","R",2011,"F","MCGC"
"4371","4100-59624","R",2011,"F","MCGC"
"4372","4100-59625","R",2011,"F","MCGC"
"4373","4100-59633","R",2011,"F","MP1"
"4374","4100-59634","R",2011,"F","MP1"
"4375","4100-59637","R",2011,"F","MP1"
"4376","4100-59638","R",2011,"F","MCGC"
"4377","4100-59648","R",2011,"F","MP1"
"4378","4100-59668","R",2011,"F","HOLZ"
"4379","4100-59670","R",2011,"F","MCGC"
"4380","4100-59673","R",2011,"F","MCGC"
"4381","4100-59674","R",2011,"F","MCGC"
"4382","4100-59675","R",2011,"F","MCGC"
"4383","4100-59677","R",2011,"F","MCGC"
"4384","4100-59679","R",2011,"F","MCGC"
"4385","4100-59680","R",2011,"F","MCGC"
"4386","4100-59682","R",2011,"F","MCGC"
"4387","4100-59687","R",2011,"F","HPK2"
"4388","4100-59694","R",2011,"F","MCGC"
"4389","4100-59697","R",2011,"F","MCGC"
"4390","4100-59699","R",2011,"F","MCGC"
"4391","4100-59700","R",2011,"F","MCGC"
"4392","4100-59729","R",2011,"F","MCGC"
"4393","4100-59740","R",2011,"F","MCGC"
"4394","4100-59748","R",2011,"F","MCGC"
"4395","4100-59758","R",2011,"F","MP1"
"4396","4100-59759","R",2011,"F","MP1"
"4397","4100-59776","R",2011,"M","MP1"
"4398","4100-59832","R",2011,"F","KV1"
"4399","4100-59840","R",2011,"F","HOLZ"
"4400","4100-59841","R",2011,"F","MCGC"
"4401","4100-59843","R",2011,"F","MCGC"
"4402","4100-59891","R",2011,"F","MP1"
"4403","4100-59918","R",2011,"F","KV1"
"4404","4100-59928","R",2011,"M","MCGC"
"4405","4100-59935","R",2011,"M","MP1"
"4406","4100-59938","R",2011,"M","MP1"
"4407","4100-59972","R",2011,"F","HPK2"
"4408","4100-59989","R",2011,"F","HOLZ"
"4409","4100-59996","R",2011,"F","MP1"
"4410","9100-22701","R",2011,"M","MP1"
"4411","9100-22711","R",2011,"M","MP1"
"4412","9100-22726","R",2011,"M","MP1"
"4413","9100-22727","R",2011,"M","MP1"
"4414","9100-22729","R",2011,"M","MP1"
"4415","9100-22730","R",2011,"M","MP1"
"4416","9100-22733","R",2011,"F","MP1"
"4417","9100-22736","R",2011,"F","MP1"
"4418","9100-22772","R",2011,"M","MP1"
"4419","9100-22779","R",2011,"F","MCGC"
"4420","9100-22825","R",2011,"F","GNMTN"
"4421","9100-22829","R",2011,"M","MP1"
"4422","9100-22839","R",2011,"M","MP1"
"4423","9100-22863","R",2011,"F","MP1"
"4424","9100-22867","R",2011,"F","MP1"
